Index,L1,L2,L1_02
14216_ADT,T cell,CD8 Effector_1,T cell_ADT
14217_ADT,T cell,CD4 Naive,T cell_ADT
14218_ADT,T cell,CD4 Memory,T cell_ADT
14219_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14220_ADT,B cell,Plasmablast,B cell_ADT
14221_ADT,T cell,CD8 Naive,T cell_ADT
14222_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14223_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14224_ADT,T cell,CD4 Naive,T cell_ADT
14225_ADT,T cell,CD4 Memory,T cell_ADT
14226_ADT,Progenitor cells,Prog_RBC,Progenitor cells_ADT
14227_ADT,T cell,CD4 Memory,T cell_ADT
14228_ADT,T cell,CD8 Naive,T cell_ADT
14229_ADT,T cell,CD4 Naive,T cell_ADT
14230_ADT,T cell,Treg,T cell_ADT
14231_ADT,B cell,Naive B,B cell_ADT
14232_ADT,T cell,CD8 Naive,T cell_ADT
14233_ADT,T cell,CD8 Naive,T cell_ADT
14234_ADT,B cell,Plasmablast,B cell_ADT
14235_ADT,T cell,CD8 Naive,T cell_ADT
14236_ADT,T cell,CD4 Memory,T cell_ADT
14237_ADT,T cell,CD8 Memory_2,T cell_ADT
14238_ADT,T cell,CD8 Naive,T cell_ADT
14239_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14240_ADT,T cell,CD4 Memory,T cell_ADT
14241_ADT,T cell,CD4 Memory,T cell_ADT
14242_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14243_ADT,B cell,Plasmablast,B cell_ADT
14244_ADT,T cell,CD8 Naive,T cell_ADT
14245_ADT,T cell,CD4 Naive,T cell_ADT
14246_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14247_ADT,T cell,CD4 Naive,T cell_ADT
14248_ADT,Progenitor cells,LMPP,Progenitor cells_ADT
14249_ADT,T cell,CD8 Naive,T cell_ADT
14250_ADT,T cell,CD8 Naive,T cell_ADT
14251_ADT,NK,NK,NK_ADT
14252_ADT,T cell,MAIT,T cell_ADT
14253_ADT,T cell,MAIT,T cell_ADT
14254_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14255_ADT,NK,NK,NK_ADT
14256_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14257_ADT,B cell,Memory B,B cell_ADT
14258_ADT,T cell,CD4 Memory,T cell_ADT
14259_ADT,T cell,CD8 Naive,T cell_ADT
14260_ADT,Progenitor cells,GMP,Progenitor cells_ADT
14261_ADT,T cell,Treg,T cell_ADT
14262_ADT,T cell,CD4 Memory,T cell_ADT
14263_ADT,Mono/DC,cDC2,Mono/DC_ADT
14264_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14265_ADT,B cell,Naive B,B cell_ADT
14266_ADT,Progenitor cells,HSC,Progenitor cells_ADT
14267_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14268_ADT,T cell,CD8 Naive,T cell_ADT
14269_ADT,T cell,CD4 Naive,T cell_ADT
14270_ADT,T cell,CD4 Naive,T cell_ADT
14271_ADT,T cell,CD4 Naive,T cell_ADT
14272_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14273_ADT,T cell,CD4 Memory,T cell_ADT
14274_ADT,NK,NK,NK_ADT
14275_ADT,T cell,CD4 Memory,T cell_ADT
14276_ADT,T cell,CD4 Naive,T cell_ADT
14277_ADT,Progenitor cells,Prog_RBC,Progenitor cells_ADT
14278_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14279_ADT,T cell,gdT,T cell_ADT
14280_ADT,T cell,CD4 Naive,T cell_ADT
14281_ADT,T cell,CD8 Memory_2,T cell_ADT
14282_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14283_ADT,T cell,CD8 Memory_1,T cell_ADT
14284_ADT,T cell,CD4 Naive,T cell_ADT
14285_ADT,NK,NK,NK_ADT
14286_ADT,Mono/DC,CD16 Mono,Mono/DC_ADT
14287_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14288_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14289_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14290_ADT,T cell,CD8 Memory_1,T cell_ADT
14291_ADT,T cell,CD8 Naive,T cell_ADT
14292_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14293_ADT,NK,NK,NK_ADT
14294_ADT,Mono/DC,CD16 Mono,Mono/DC_ADT
14295_ADT,T cell,CD4 Naive,T cell_ADT
14296_ADT,T cell,CD4 Memory,T cell_ADT
14297_ADT,B cell,Memory B,B cell_ADT
14298_ADT,Mono/DC,CD16 Mono,Mono/DC_ADT
14299_ADT,T cell,CD8 Effector_1,T cell_ADT
14300_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14301_ADT,T cell,gdT,T cell_ADT
14302_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14303_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14304_ADT,T cell,CD8 Memory_2,T cell_ADT
14305_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14306_ADT,T cell,CD4 Memory,T cell_ADT
14307_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14308_ADT,Mono/DC,CD16 Mono,Mono/DC_ADT
14309_ADT,T cell,CD4 Naive,T cell_ADT
14310_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14311_ADT,B cell,Naive B,B cell_ADT
14312_ADT,B cell,Memory B,B cell_ADT
14313_ADT,T cell,CD4 Naive,T cell_ADT
14314_ADT,B cell,Memory B,B cell_ADT
14315_ADT,T cell,CD8 Naive,T cell_ADT
14316_ADT,NK,NK,NK_ADT
14317_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14318_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14319_ADT,Mono/DC,CD16 Mono,Mono/DC_ADT
14320_ADT,T cell,CD4 Naive,T cell_ADT
14321_ADT,T cell,CD4 Naive,T cell_ADT
14322_ADT,T cell,CD8 Naive,T cell_ADT
14323_ADT,T cell,CD4 Naive,T cell_ADT
14324_ADT,Progenitor cells,Prog_RBC,Progenitor cells_ADT
14325_ADT,T cell,CD8 Naive,T cell_ADT
14326_ADT,T cell,CD8 Naive,T cell_ADT
14327_ADT,T cell,CD4 Memory,T cell_ADT
14328_ADT,B cell,Memory B,B cell_ADT
14329_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14330_ADT,Progenitor cells,GMP,Progenitor cells_ADT
14331_ADT,T cell,CD8 Naive,T cell_ADT
14332_ADT,T cell,CD8 Naive,T cell_ADT
14333_ADT,T cell,CD4 Memory,T cell_ADT
14334_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14335_ADT,Progenitor cells,Prog_RBC,Progenitor cells_ADT
14336_ADT,T cell,CD4 Naive,T cell_ADT
14337_ADT,B cell,Memory B,B cell_ADT
14338_ADT,T cell,CD4 Naive,T cell_ADT
14339_ADT,B cell,Naive B,B cell_ADT
14340_ADT,Progenitor cells,GMP,Progenitor cells_ADT
14341_ADT,T cell,CD8 Naive,T cell_ADT
14342_ADT,T cell,CD4 Naive,T cell_ADT
14343_ADT,T cell,CD4 Memory,T cell_ADT
14344_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14345_ADT,T cell,CD4 Naive,T cell_ADT
14346_ADT,T cell,CD4 Naive,T cell_ADT
14347_ADT,T cell,CD4 Naive,T cell_ADT
14348_ADT,Progenitor cells,Prog_RBC,Progenitor cells_ADT
14349_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14350_ADT,T cell,CD4 Naive,T cell_ADT
14351_ADT,T cell,CD4 Memory,T cell_ADT
14352_ADT,T cell,CD8 Naive,T cell_ADT
14353_ADT,B cell,Naive B,B cell_ADT
14354_ADT,T cell,CD4 Naive,T cell_ADT
14355_ADT,T cell,CD4 Memory,T cell_ADT
14356_ADT,B cell,Naive B,B cell_ADT
14357_ADT,Mono/DC,CD16 Mono,Mono/DC_ADT
14358_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14359_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14360_ADT,Mono/DC,cDC2,Mono/DC_ADT
14361_ADT,T cell,CD4 Naive,T cell_ADT
14362_ADT,Progenitor cells,Prog_RBC,Progenitor cells_ADT
14363_ADT,B cell,Memory B,B cell_ADT
14364_ADT,Progenitor cells,Prog_RBC,Progenitor cells_ADT
14365_ADT,T cell,CD8 Memory_1,T cell_ADT
14366_ADT,T cell,CD4 Memory,T cell_ADT
14367_ADT,B cell,Memory B,B cell_ADT
14368_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14369_ADT,T cell,CD8 Naive,T cell_ADT
14370_ADT,T cell,CD4 Naive,T cell_ADT
14371_ADT,T cell,CD4 Memory,T cell_ADT
14372_ADT,B cell,Naive B,B cell_ADT
14373_ADT,NK,NK,NK_ADT
14374_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14375_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14376_ADT,T cell,CD4 Naive,T cell_ADT
14377_ADT,B cell,Memory B,B cell_ADT
14378_ADT,B cell,Memory B,B cell_ADT
14379_ADT,T cell,CD8 Effector_2,T cell_ADT
14380_ADT,T cell,CD4 Memory,T cell_ADT
14381_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14382_ADT,T cell,CD8 Naive,T cell_ADT
14383_ADT,T cell,CD8 Naive,T cell_ADT
14384_ADT,T cell,CD8 Memory_1,T cell_ADT
14385_ADT,T cell,CD8 Naive,T cell_ADT
14386_ADT,T cell,CD8 Naive,T cell_ADT
14387_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14388_ADT,Progenitor cells,GMP,Progenitor cells_ADT
14389_ADT,T cell,CD8 Naive,T cell_ADT
14390_ADT,Mono/DC,CD16 Mono,Mono/DC_ADT
14391_ADT,Progenitor cells,Prog_RBC,Progenitor cells_ADT
14392_ADT,B cell,Plasmablast,B cell_ADT
14393_ADT,Progenitor cells,Prog_Mk,Progenitor cells_ADT
14394_ADT,T cell,CD4 Naive,T cell_ADT
14395_ADT,T cell,CD8 Naive,T cell_ADT
14396_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14397_ADT,T cell,CD4 Memory,T cell_ADT
14398_ADT,T cell,CD8 Effector_1,T cell_ADT
14399_ADT,T cell,CD4 Naive,T cell_ADT
14400_ADT,T cell,MAIT,T cell_ADT
14401_ADT,Progenitor cells,Prog_RBC,Progenitor cells_ADT
14402_ADT,T cell,CD8 Naive,T cell_ADT
14403_ADT,T cell,CD4 Memory,T cell_ADT
14404_ADT,Progenitor cells,Prog_RBC,Progenitor cells_ADT
14405_ADT,T cell,CD4 Memory,T cell_ADT
14406_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14407_ADT,B cell,Naive B,B cell_ADT
14408_ADT,NK,NK,NK_ADT
14409_ADT,B cell,Memory B,B cell_ADT
14410_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14411_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14412_ADT,NK,NK,NK_ADT
14413_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14414_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14415_ADT,T cell,CD4 Memory,T cell_ADT
14416_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14417_ADT,T cell,CD4 Memory,T cell_ADT
14418_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14419_ADT,T cell,CD4 Naive,T cell_ADT
14420_ADT,T cell,CD4 Naive,T cell_ADT
14421_ADT,NK,NK,NK_ADT
14422_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14423_ADT,T cell,CD4 Naive,T cell_ADT
14424_ADT,T cell,CD8 Naive,T cell_ADT
14425_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14426_ADT,B cell,Naive B,B cell_ADT
14427_ADT,B cell,Memory B,B cell_ADT
14428_ADT,B cell,Memory B,B cell_ADT
14429_ADT,T cell,CD4 Memory,T cell_ADT
14430_ADT,T cell,CD4 Naive,T cell_ADT
14431_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14432_ADT,B cell,Memory B,B cell_ADT
14433_ADT,T cell,CD4 Memory,T cell_ADT
14434_ADT,T cell,CD8 Naive,T cell_ADT
14435_ADT,T cell,CD4 Memory,T cell_ADT
14436_ADT,NK,NK,NK_ADT
14437_ADT,T cell,MAIT,T cell_ADT
14438_ADT,T cell,CD4 Naive,T cell_ADT
14439_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14440_ADT,NK,NK,NK_ADT
14441_ADT,Mono/DC,CD16 Mono,Mono/DC_ADT
14442_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14443_ADT,T cell,CD8 Naive,T cell_ADT
14444_ADT,B cell,Naive B,B cell_ADT
14445_ADT,T cell,CD4 Memory,T cell_ADT
14446_ADT,T cell,CD4 Memory,T cell_ADT
14447_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14448_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14449_ADT,B cell,Memory B,B cell_ADT
14450_ADT,T cell,CD8 Naive,T cell_ADT
14451_ADT,T cell,CD4 Naive,T cell_ADT
14452_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14453_ADT,T cell,CD8 Naive,T cell_ADT
14454_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14455_ADT,T cell,CD8 Memory_2,T cell_ADT
14456_ADT,Mono/DC,cDC2,Mono/DC_ADT
14457_ADT,T cell,CD8 Naive,T cell_ADT
14458_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14459_ADT,Progenitor cells,Prog_RBC,Progenitor cells_ADT
14460_ADT,B cell,Memory B,B cell_ADT
14461_ADT,Mono/DC,CD16 Mono,Mono/DC_ADT
14462_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14463_ADT,Mono/DC,cDC2,Mono/DC_ADT
14464_ADT,T cell,CD8 Naive,T cell_ADT
14465_ADT,Mono/DC,CD16 Mono,Mono/DC_ADT
14466_ADT,T cell,CD8 Memory_1,T cell_ADT
14467_ADT,T cell,CD4 Memory,T cell_ADT
14468_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14469_ADT,NK,NK,NK_ADT
14470_ADT,Progenitor cells,Prog_RBC,Progenitor cells_ADT
14471_ADT,B cell,Naive B,B cell_ADT
14472_ADT,T cell,CD8 Naive,T cell_ADT
14473_ADT,T cell,CD4 Memory,T cell_ADT
14474_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14475_ADT,Progenitor cells,Prog_DC,Progenitor cells_ADT
14476_ADT,T cell,MAIT,T cell_ADT
14477_ADT,Progenitor cells,GMP,Progenitor cells_ADT
14478_ADT,T cell,CD4 Memory,T cell_ADT
14479_ADT,T cell,CD4 Naive,T cell_ADT
14480_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14481_ADT,Mono/DC,cDC2,Mono/DC_ADT
14482_ADT,B cell,Naive B,B cell_ADT
14483_ADT,T cell,CD8 Memory_2,T cell_ADT
14484_ADT,T cell,CD8 Memory_1,T cell_ADT
14485_ADT,T cell,CD8 Naive,T cell_ADT
14486_ADT,T cell,CD4 Memory,T cell_ADT
14487_ADT,Mono/DC,CD16 Mono,Mono/DC_ADT
14488_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14489_ADT,T cell,CD4 Memory,T cell_ADT
14490_ADT,B cell,Memory B,B cell_ADT
14491_ADT,B cell,Naive B,B cell_ADT
14492_ADT,T cell,CD4 Naive,T cell_ADT
14493_ADT,T cell,CD4 Naive,T cell_ADT
14494_ADT,T cell,CD4 Memory,T cell_ADT
14495_ADT,Progenitor cells,Prog_B 2,Progenitor cells_ADT
14496_ADT,Progenitor cells,Prog_RBC,Progenitor cells_ADT
14497_ADT,T cell,CD8 Naive,T cell_ADT
14498_ADT,Progenitor cells,Prog_B 2,Progenitor cells_ADT
14499_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14500_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14501_ADT,T cell,CD8 Naive,T cell_ADT
14502_ADT,NK,NK,NK_ADT
14503_ADT,T cell,CD4 Naive,T cell_ADT
14504_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14505_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14506_ADT,T cell,CD8 Naive,T cell_ADT
14507_ADT,T cell,CD8 Effector_1,T cell_ADT
14508_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14509_ADT,T cell,CD4 Naive,T cell_ADT
14510_ADT,B cell,Memory B,B cell_ADT
14511_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14512_ADT,T cell,CD8 Naive,T cell_ADT
14513_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14514_ADT,T cell,CD4 Naive,T cell_ADT
14515_ADT,T cell,CD8 Naive,T cell_ADT
14516_ADT,T cell,CD4 Memory,T cell_ADT
14517_ADT,T cell,CD8 Effector_2,T cell_ADT
14518_ADT,Progenitor cells,GMP,Progenitor cells_ADT
14519_ADT,T cell,CD8 Naive,T cell_ADT
14520_ADT,T cell,CD4 Naive,T cell_ADT
14521_ADT,T cell,gdT,T cell_ADT
14522_ADT,T cell,CD8 Effector_1,T cell_ADT
14523_ADT,T cell,CD8 Naive,T cell_ADT
14524_ADT,T cell,MAIT,T cell_ADT
14525_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14526_ADT,T cell,MAIT,T cell_ADT
14527_ADT,NK,NK,NK_ADT
14528_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14529_ADT,T cell,CD4 Memory,T cell_ADT
14530_ADT,Progenitor cells,Prog_DC,Progenitor cells_ADT
14531_ADT,T cell,CD8 Naive,T cell_ADT
14532_ADT,T cell,CD8 Naive,T cell_ADT
14533_ADT,T cell,CD8 Naive,T cell_ADT
14534_ADT,T cell,CD8 Naive,T cell_ADT
14535_ADT,B cell,Naive B,B cell_ADT
14536_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14537_ADT,T cell,CD4 Memory,T cell_ADT
14538_ADT,T cell,CD8 Naive,T cell_ADT
14539_ADT,T cell,CD8 Naive,T cell_ADT
14540_ADT,B cell,Memory B,B cell_ADT
14541_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14542_ADT,T cell,CD4 Naive,T cell_ADT
14543_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14544_ADT,T cell,CD4 Memory,T cell_ADT
14545_ADT,B cell,Plasmablast,B cell_ADT
14546_ADT,NK,NK,NK_ADT
14547_ADT,T cell,CD4 Naive,T cell_ADT
14548_ADT,T cell,CD4 Memory,T cell_ADT
14549_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14550_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14551_ADT,NK,NK,NK_ADT
14552_ADT,Mono/DC,CD16 Mono,Mono/DC_ADT
14553_ADT,T cell,CD4 Memory,T cell_ADT
14554_ADT,Mono/DC,cDC2,Mono/DC_ADT
14555_ADT,T cell,MAIT,T cell_ADT
14556_ADT,B cell,Naive B,B cell_ADT
14557_ADT,B cell,Memory B,B cell_ADT
14558_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14559_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14560_ADT,T cell,CD8 Naive,T cell_ADT
14561_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14562_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14563_ADT,T cell,CD8 Naive,T cell_ADT
14564_ADT,T cell,CD4 Memory,T cell_ADT
14565_ADT,T cell,CD8 Naive,T cell_ADT
14566_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14567_ADT,T cell,CD8 Effector_1,T cell_ADT
14568_ADT,T cell,CD4 Memory,T cell_ADT
14569_ADT,T cell,gdT,T cell_ADT
14570_ADT,T cell,CD4 Naive,T cell_ADT
14571_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14572_ADT,T cell,CD4 Naive,T cell_ADT
14573_ADT,T cell,CD4 Naive,T cell_ADT
14574_ADT,Mono/DC,cDC2,Mono/DC_ADT
14575_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14576_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14577_ADT,T cell,CD8 Naive,T cell_ADT
14578_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14579_ADT,NK,NK,NK_ADT
14580_ADT,T cell,CD4 Memory,T cell_ADT
14581_ADT,T cell,CD8 Naive,T cell_ADT
14582_ADT,B cell,Naive B,B cell_ADT
14583_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14584_ADT,Mono/DC,CD16 Mono,Mono/DC_ADT
14585_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14586_ADT,T cell,CD4 Naive,T cell_ADT
14587_ADT,T cell,CD8 Naive,T cell_ADT
14588_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14589_ADT,T cell,CD4 Naive,T cell_ADT
14590_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14591_ADT,Progenitor cells,Prog_B 1,Progenitor cells_ADT
14592_ADT,T cell,CD8 Memory_1,T cell_ADT
14593_ADT,T cell,CD8 Memory_2,T cell_ADT
14594_ADT,B cell,Memory B,B cell_ADT
14595_ADT,T cell,CD4 Memory,T cell_ADT
14596_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14597_ADT,T cell,CD8 Naive,T cell_ADT
14598_ADT,B cell,Memory B,B cell_ADT
14599_ADT,T cell,CD8 Naive,T cell_ADT
14600_ADT,NK,NK,NK_ADT
14601_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14602_ADT,T cell,gdT,T cell_ADT
14603_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14604_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14605_ADT,B cell,Memory B,B cell_ADT
14606_ADT,NK,NK,NK_ADT
14607_ADT,T cell,CD4 Naive,T cell_ADT
14608_ADT,B cell,Naive B,B cell_ADT
14609_ADT,T cell,CD4 Memory,T cell_ADT
14610_ADT,T cell,CD4 Naive,T cell_ADT
14611_ADT,T cell,CD4 Naive,T cell_ADT
14612_ADT,NK,NK,NK_ADT
14613_ADT,T cell,CD8 Naive,T cell_ADT
14614_ADT,T cell,CD4 Memory,T cell_ADT
14615_ADT,T cell,CD4 Naive,T cell_ADT
14616_ADT,B cell,Naive B,B cell_ADT
14617_ADT,T cell,Treg,T cell_ADT
14618_ADT,Mono/DC,CD16 Mono,Mono/DC_ADT
14619_ADT,B cell,Naive B,B cell_ADT
14620_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14621_ADT,B cell,Naive B,B cell_ADT
14622_ADT,T cell,CD4 Memory,T cell_ADT
14623_ADT,T cell,CD4 Naive,T cell_ADT
14624_ADT,T cell,CD4 Naive,T cell_ADT
14625_ADT,T cell,CD8 Naive,T cell_ADT
14626_ADT,NK,NK,NK_ADT
14627_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14628_ADT,T cell,CD4 Naive,T cell_ADT
14629_ADT,T cell,CD4 Memory,T cell_ADT
14630_ADT,T cell,CD8 Effector_1,T cell_ADT
14631_ADT,B cell,Naive B,B cell_ADT
14632_ADT,T cell,CD4 Naive,T cell_ADT
14633_ADT,T cell,CD4 Memory,T cell_ADT
14634_ADT,T cell,CD4 Naive,T cell_ADT
14635_ADT,T cell,CD8 Naive,T cell_ADT
14636_ADT,Progenitor cells,HSC,Progenitor cells_ADT
14637_ADT,NK,NK,NK_ADT
14638_ADT,Mono/DC,pDC,Mono/DC_ADT
14639_ADT,T cell,CD4 Memory,T cell_ADT
14640_ADT,Progenitor cells,Prog_RBC,Progenitor cells_ADT
14641_ADT,T cell,MAIT,T cell_ADT
14642_ADT,B cell,Memory B,B cell_ADT
14643_ADT,T cell,gdT,T cell_ADT
14644_ADT,T cell,CD8 Naive,T cell_ADT
14645_ADT,B cell,Memory B,B cell_ADT
14646_ADT,T cell,CD4 Naive,T cell_ADT
14647_ADT,T cell,CD8 Naive,T cell_ADT
14648_ADT,T cell,Treg,T cell_ADT
14649_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14650_ADT,T cell,CD4 Memory,T cell_ADT
14651_ADT,B cell,Naive B,B cell_ADT
14652_ADT,T cell,MAIT,T cell_ADT
14653_ADT,Progenitor cells,Prog_RBC,Progenitor cells_ADT
14654_ADT,Mono/DC,CD16 Mono,Mono/DC_ADT
14655_ADT,T cell,CD4 Memory,T cell_ADT
14656_ADT,Progenitor cells,Prog_RBC,Progenitor cells_ADT
14657_ADT,T cell,CD4 Naive,T cell_ADT
14658_ADT,B cell,Memory B,B cell_ADT
14659_ADT,Progenitor cells,Prog_RBC,Progenitor cells_ADT
14660_ADT,T cell,CD8 Naive,T cell_ADT
14661_ADT,T cell,CD4 Memory,T cell_ADT
14662_ADT,T cell,CD8 Naive,T cell_ADT
14663_ADT,T cell,CD8 Naive,T cell_ADT
14664_ADT,B cell,Memory B,B cell_ADT
14665_ADT,Progenitor cells,Prog_DC,Progenitor cells_ADT
14666_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14667_ADT,NK,CD56 bright NK,NK_ADT
14668_ADT,T cell,CD4 Memory,T cell_ADT
14669_ADT,B cell,Naive B,B cell_ADT
14670_ADT,T cell,CD8 Naive,T cell_ADT
14671_ADT,T cell,CD8 Effector_2,T cell_ADT
14672_ADT,NK,NK,NK_ADT
14673_ADT,T cell,CD8 Naive,T cell_ADT
14674_ADT,T cell,CD4 Memory,T cell_ADT
14675_ADT,T cell,CD4 Naive,T cell_ADT
14676_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14677_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14678_ADT,T cell,CD8 Naive,T cell_ADT
14679_ADT,T cell,CD4 Naive,T cell_ADT
14680_ADT,Mono/DC,cDC2,Mono/DC_ADT
14681_ADT,T cell,CD8 Naive,T cell_ADT
14682_ADT,T cell,CD4 Naive,T cell_ADT
14683_ADT,B cell,Memory B,B cell_ADT
14684_ADT,Progenitor cells,Prog_B 1,Progenitor cells_ADT
14685_ADT,B cell,Naive B,B cell_ADT
14686_ADT,T cell,CD8 Naive,T cell_ADT
14687_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14688_ADT,B cell,Memory B,B cell_ADT
14689_ADT,T cell,CD8 Memory_2,T cell_ADT
14690_ADT,T cell,CD8 Memory_2,T cell_ADT
14691_ADT,NK,NK,NK_ADT
14692_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14693_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14694_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14695_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14696_ADT,T cell,CD4 Naive,T cell_ADT
14697_ADT,Progenitor cells,GMP,Progenitor cells_ADT
14698_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14699_ADT,T cell,CD4 Naive,T cell_ADT
14700_ADT,B cell,Naive B,B cell_ADT
14701_ADT,T cell,CD8 Naive,T cell_ADT
14702_ADT,Mono/DC,pDC,Mono/DC_ADT
14703_ADT,T cell,CD4 Naive,T cell_ADT
14704_ADT,T cell,CD8 Naive,T cell_ADT
14705_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14706_ADT,T cell,CD4 Memory,T cell_ADT
14707_ADT,B cell,Naive B,B cell_ADT
14708_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14709_ADT,NK,NK,NK_ADT
14710_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
