Index,Flag,L1,L2,L1_02
13272_RNA,1,Mono/DC,cDC2,Mono/DC_RNA
13275_RNA,1,Progenitor cells,Prog_B 2,Progenitor cells_RNA
13277_RNA,1,T cell,CD4 Naive,T cell_RNA
13281_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
13284_RNA,1,T cell,MAIT,T cell_RNA
13286_RNA,1,T cell,CD8 Effector_1,T cell_RNA
13287_RNA,1,NK,NK,NK_RNA
13290_RNA,1,T cell,CD4 Naive,T cell_RNA
13291_RNA,1,T cell,CD4 Memory,T cell_RNA
13292_RNA,1,Mono/DC,pDC,Mono/DC_RNA
13293_RNA,1,B cell,Plasmablast,B cell_RNA
13294_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
13295_RNA,1,T cell,CD8 Naive,T cell_RNA
13297_RNA,1,T cell,CD4 Memory,T cell_RNA
13299_RNA,1,Progenitor cells,GMP,Progenitor cells_RNA
13300_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
13302_RNA,1,T cell,CD4 Naive,T cell_RNA
13303_RNA,1,T cell,CD4 Naive,T cell_RNA
13304_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
13305_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
13306_RNA,1,B cell,Memory B,B cell_RNA
13313_RNA,1,T cell,CD8 Naive,T cell_RNA
13316_RNA,1,Progenitor cells,Prog_RBC,Progenitor cells_RNA
13317_RNA,1,B cell,Memory B,B cell_RNA
13321_RNA,1,T cell,CD4 Memory,T cell_RNA
13324_RNA,1,B cell,Memory B,B cell_RNA
13325_RNA,1,T cell,CD4 Memory,T cell_RNA
13327_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
13329_RNA,1,T cell,CD8 Effector_1,T cell_RNA
13331_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
13339_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
13342_RNA,1,T cell,MAIT,T cell_RNA
13343_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
13347_RNA,1,T cell,CD4 Naive,T cell_RNA
13350_RNA,1,T cell,CD8 Naive,T cell_RNA
13353_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
13358_RNA,1,T cell,CD8 Naive,T cell_RNA
13359_RNA,1,T cell,CD8 Naive,T cell_RNA
13360_RNA,1,NK,NK,NK_RNA
13361_RNA,1,T cell,CD8 Naive,T cell_RNA
13362_RNA,1,T cell,CD8 Naive,T cell_RNA
13363_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
13364_RNA,1,B cell,Plasmablast,B cell_RNA
13365_RNA,1,T cell,CD4 Naive,T cell_RNA
13366_RNA,1,T cell,CD4 Memory,T cell_RNA
13368_RNA,1,NK,NK,NK_RNA
13369_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
13370_RNA,1,T cell,CD4 Memory,T cell_RNA
13372_RNA,1,T cell,CD4 Memory,T cell_RNA
13375_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
13377_RNA,1,NK,NK,NK_RNA
13379_RNA,1,NK,NK,NK_RNA
13381_RNA,1,Mono/DC,pDC,Mono/DC_RNA
13382_RNA,1,Progenitor cells,GMP,Progenitor cells_RNA
13385_RNA,1,Progenitor cells,Prog_B 1,Progenitor cells_RNA
13388_RNA,1,T cell,CD4 Memory,T cell_RNA
13389_RNA,1,B cell,Naive B,B cell_RNA
13390_RNA,1,T cell,MAIT,T cell_RNA
13391_RNA,1,Mono/DC,cDC2,Mono/DC_RNA
13393_RNA,1,T cell,CD8 Naive,T cell_RNA
13396_RNA,1,T cell,CD4 Memory,T cell_RNA
13397_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
13398_RNA,1,T cell,CD4 Memory,T cell_RNA
13399_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
13403_RNA,1,B cell,Naive B,B cell_RNA
13404_RNA,1,B cell,Naive B,B cell_RNA
13405_RNA,1,T cell,CD4 Memory,T cell_RNA
13406_RNA,1,T cell,CD8 Naive,T cell_RNA
13407_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
13410_RNA,1,B cell,Naive B,B cell_RNA
13412_RNA,1,T cell,CD8 Naive,T cell_RNA
13413_RNA,1,T cell,CD8 Naive,T cell_RNA
13415_RNA,1,T cell,CD4 Memory,T cell_RNA
13419_RNA,1,NK,CD56 bright NK,NK_RNA
13424_RNA,1,T cell,CD8 Naive,T cell_RNA
13427_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
13428_RNA,1,T cell,CD8 Naive,T cell_RNA
13429_RNA,1,T cell,CD4 Memory,T cell_RNA
13430_RNA,1,T cell,CD4 Memory,T cell_RNA
13431_RNA,1,T cell,CD4 Memory,T cell_RNA
13434_RNA,1,NK,NK,NK_RNA
13435_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
13436_RNA,1,Progenitor cells,GMP,Progenitor cells_RNA
13437_RNA,1,T cell,CD8 Naive,T cell_RNA
13438_RNA,1,B cell,Plasmablast,B cell_RNA
13439_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
13441_RNA,1,B cell,Naive B,B cell_RNA
13442_RNA,1,T cell,CD8 Naive,T cell_RNA
13444_RNA,1,T cell,CD8 Effector_2,T cell_RNA
13447_RNA,1,T cell,MAIT,T cell_RNA
13448_RNA,1,T cell,CD8 Memory_2,T cell_RNA
13450_RNA,1,T cell,CD4 Memory,T cell_RNA
13451_RNA,1,T cell,CD4 Naive,T cell_RNA
13452_RNA,1,T cell,CD8 Naive,T cell_RNA
13453_RNA,1,T cell,CD4 Naive,T cell_RNA
13456_RNA,1,T cell,CD4 Naive,T cell_RNA
13457_RNA,1,NK,NK,NK_RNA
13462_RNA,1,Mono/DC,cDC2,Mono/DC_RNA
13463_RNA,1,Progenitor cells,Prog_RBC,Progenitor cells_RNA
13466_RNA,1,B cell,Naive B,B cell_RNA
13467_RNA,1,T cell,CD4 Memory,T cell_RNA
13469_RNA,1,B cell,Memory B,B cell_RNA
13470_RNA,1,Progenitor cells,Prog_RBC,Progenitor cells_RNA
13472_RNA,1,Mono/DC,cDC2,Mono/DC_RNA
13475_RNA,1,T cell,MAIT,T cell_RNA
13480_RNA,1,T cell,CD4 Memory,T cell_RNA
13482_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
13483_RNA,1,T cell,CD4 Naive,T cell_RNA
13486_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
13487_RNA,1,T cell,CD8 Naive,T cell_RNA
13488_RNA,1,T cell,CD8 Naive,T cell_RNA
13494_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
13495_RNA,1,NK,NK,NK_RNA
13497_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
13498_RNA,1,Progenitor cells,LMPP,Progenitor cells_RNA
13499_RNA,1,B cell,Naive B,B cell_RNA
13500_RNA,1,T cell,CD8 Naive,T cell_RNA
13501_RNA,1,NK,CD56 bright NK,NK_RNA
13503_RNA,1,T cell,CD8 Memory_2,T cell_RNA
13505_RNA,1,T cell,CD4 Memory,T cell_RNA
13507_RNA,1,NK,NK,NK_RNA
13514_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
13518_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
13519_RNA,1,T cell,gdT,T cell_RNA
13520_RNA,1,T cell,CD4 Naive,T cell_RNA
13525_RNA,1,T cell,CD4 Memory,T cell_RNA
13527_RNA,1,T cell,CD8 Effector_2,T cell_RNA
13528_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
13533_RNA,1,B cell,Naive B,B cell_RNA
13537_RNA,1,T cell,CD4 Memory,T cell_RNA
13538_RNA,1,T cell,CD4 Naive,T cell_RNA
13540_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
13541_RNA,1,T cell,CD8 Naive,T cell_RNA
13543_RNA,1,T cell,CD4 Memory,T cell_RNA
13544_RNA,1,B cell,Memory B,B cell_RNA
13546_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
13547_RNA,1,Mono/DC,cDC2,Mono/DC_RNA
13550_RNA,1,T cell,gdT,T cell_RNA
13551_RNA,1,B cell,Memory B,B cell_RNA
13554_RNA,1,NK,NK,NK_RNA
13557_RNA,1,T cell,CD4 Memory,T cell_RNA
13561_RNA,1,T cell,CD4 Memory,T cell_RNA
13562_RNA,1,B cell,Naive B,B cell_RNA
13567_RNA,1,T cell,CD8 Naive,T cell_RNA
13569_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
13572_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
13575_RNA,1,Mono/DC,cDC2,Mono/DC_RNA
13576_RNA,1,T cell,CD4 Memory,T cell_RNA
13580_RNA,1,Progenitor cells,Prog_B 2,Progenitor cells_RNA
13583_RNA,1,T cell,CD8 Naive,T cell_RNA
13586_RNA,1,T cell,CD4 Memory,T cell_RNA
13587_RNA,1,B cell,Naive B,B cell_RNA
13589_RNA,1,Progenitor cells,GMP,Progenitor cells_RNA
13591_RNA,1,Progenitor cells,LMPP,Progenitor cells_RNA
13597_RNA,1,T cell,CD8 Naive,T cell_RNA
13598_RNA,1,B cell,Naive B,B cell_RNA
13611_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
13612_RNA,1,T cell,CD8 Memory_1,T cell_RNA
13615_RNA,1,Progenitor cells,Prog_RBC,Progenitor cells_RNA
13617_RNA,1,T cell,CD8 Naive,T cell_RNA
13618_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
13619_RNA,1,T cell,CD8 Naive,T cell_RNA
13622_RNA,1,Progenitor cells,Prog_B 2,Progenitor cells_RNA
13623_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
13625_RNA,1,T cell,CD4 Memory,T cell_RNA
13626_RNA,1,T cell,CD4 Naive,T cell_RNA
13628_RNA,1,B cell,Naive B,B cell_RNA
13629_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
13631_RNA,1,T cell,MAIT,T cell_RNA
13632_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
13641_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
13642_RNA,1,T cell,CD8 Effector_1,T cell_RNA
13643_RNA,1,B cell,Memory B,B cell_RNA
13644_RNA,1,B cell,Naive B,B cell_RNA
13646_RNA,1,B cell,Memory B,B cell_RNA
13648_RNA,1,T cell,CD4 Naive,T cell_RNA
13649_RNA,1,T cell,CD8 Naive,T cell_RNA
13650_RNA,1,Mono/DC,pDC,Mono/DC_RNA
13651_RNA,1,B cell,Naive B,B cell_RNA
13653_RNA,1,T cell,CD4 Naive,T cell_RNA
13654_RNA,1,B cell,Naive B,B cell_RNA
13655_RNA,1,B cell,Memory B,B cell_RNA
13657_RNA,1,B cell,Memory B,B cell_RNA
13658_RNA,1,T cell,CD4 Naive,T cell_RNA
13659_RNA,1,T cell,CD4 Naive,T cell_RNA
13662_RNA,1,Progenitor cells,GMP,Progenitor cells_RNA
13663_RNA,1,T cell,CD4 Memory,T cell_RNA
13664_RNA,1,T cell,CD4 Naive,T cell_RNA
13665_RNA,1,NK,CD56 bright NK,NK_RNA
13666_RNA,1,B cell,Naive B,B cell_RNA
13667_RNA,1,T cell,CD4 Naive,T cell_RNA
13671_RNA,1,T cell,CD4 Naive,T cell_RNA
13672_RNA,1,T cell,CD8 Naive,T cell_RNA
13674_RNA,1,Progenitor cells,GMP,Progenitor cells_RNA
13675_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
13676_RNA,1,B cell,Naive B,B cell_RNA
13677_RNA,1,Progenitor cells,GMP,Progenitor cells_RNA
13678_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
13679_RNA,1,Progenitor cells,Prog_RBC,Progenitor cells_RNA
13681_RNA,1,NK,NK,NK_RNA
13682_RNA,1,T cell,CD8 Effector_1,T cell_RNA
13685_RNA,1,T cell,CD4 Memory,T cell_RNA
13687_RNA,1,T cell,CD4 Naive,T cell_RNA
13690_RNA,1,Mono/DC,cDC2,Mono/DC_RNA
13691_RNA,1,NK,NK,NK_RNA
13695_RNA,1,T cell,CD4 Naive,T cell_RNA
13697_RNA,1,Progenitor cells,Prog_RBC,Progenitor cells_RNA
13698_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
13699_RNA,1,B cell,Memory B,B cell_RNA
13703_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
13704_RNA,1,Mono/DC,CD16 Mono,Mono/DC_RNA
13705_RNA,1,Progenitor cells,GMP,Progenitor cells_RNA
13709_RNA,1,T cell,CD4 Naive,T cell_RNA
13711_RNA,1,T cell,CD8 Naive,T cell_RNA
13712_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
13718_RNA,1,T cell,CD8 Naive,T cell_RNA
13720_RNA,1,T cell,CD8 Memory_1,T cell_RNA
13721_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
13722_RNA,1,T cell,CD8 Naive,T cell_RNA
13723_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
13724_RNA,1,Mono/DC,CD16 Mono,Mono/DC_RNA
13726_RNA,1,B cell,Memory B,B cell_RNA
13727_RNA,1,Progenitor cells,Prog_Mk,Progenitor cells_RNA
13729_RNA,1,T cell,CD8 Naive,T cell_RNA
13730_RNA,1,T cell,CD4 Naive,T cell_RNA
13733_RNA,1,T cell,CD4 Memory,T cell_RNA
13734_RNA,1,T cell,CD8 Naive,T cell_RNA
13737_RNA,1,T cell,CD4 Naive,T cell_RNA
13738_RNA,1,Mono/DC,cDC2,Mono/DC_RNA
13739_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
13741_RNA,1,T cell,CD8 Naive,T cell_RNA
13743_RNA,1,T cell,CD4 Memory,T cell_RNA
13744_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
13749_RNA,1,T cell,CD8 Effector_2,T cell_RNA
13750_RNA,1,Progenitor cells,GMP,Progenitor cells_RNA
13751_RNA,1,T cell,CD4 Naive,T cell_RNA
13753_RNA,1,T cell,gdT,T cell_RNA
13754_RNA,1,T cell,CD8 Memory_2,T cell_RNA
13756_RNA,1,T cell,CD4 Memory,T cell_RNA
13758_RNA,1,B cell,Plasmablast,B cell_RNA
13762_RNA,1,T cell,CD4 Naive,T cell_RNA
13763_RNA,1,T cell,Treg,T cell_RNA
13764_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
13765_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
13766_RNA,1,Progenitor cells,GMP,Progenitor cells_RNA
13768_RNA,1,Progenitor cells,GMP,Progenitor cells_RNA
13770_RNA,1,B cell,Naive B,B cell_RNA
13771_RNA,1,T cell,CD8 Effector_1,T cell_RNA
13773_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
13774_RNA,1,B cell,Naive B,B cell_RNA
13777_RNA,1,B cell,Memory B,B cell_RNA
13779_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
13780_RNA,1,T cell,CD4 Memory,T cell_RNA
13781_RNA,1,Progenitor cells,GMP,Progenitor cells_RNA
13782_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
13783_RNA,1,Progenitor cells,HSC,Progenitor cells_RNA
13784_RNA,1,T cell,CD4 Memory,T cell_RNA
13791_RNA,1,T cell,CD4 Naive,T cell_RNA
13793_RNA,1,B cell,Naive B,B cell_RNA
13794_RNA,1,T cell,CD4 Naive,T cell_RNA
13796_RNA,1,NK,NK,NK_RNA
13797_RNA,1,Progenitor cells,GMP,Progenitor cells_RNA
13799_RNA,1,T cell,CD4 Memory,T cell_RNA
13801_RNA,1,T cell,CD4 Memory,T cell_RNA
13802_RNA,1,NK,NK,NK_RNA
13805_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
13806_RNA,1,B cell,Naive B,B cell_RNA
13807_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
13809_RNA,1,T cell,CD4 Memory,T cell_RNA
13810_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
13814_RNA,1,T cell,CD4 Memory,T cell_RNA
13815_RNA,1,T cell,CD4 Naive,T cell_RNA
13817_RNA,1,B cell,Memory B,B cell_RNA
13820_RNA,1,B cell,Naive B,B cell_RNA
13825_RNA,1,Progenitor cells,Prog_RBC,Progenitor cells_RNA
13827_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
13831_RNA,1,T cell,CD4 Naive,T cell_RNA
13832_RNA,1,NK,NK,NK_RNA
13835_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
13836_RNA,1,T cell,CD8 Effector_1,T cell_RNA
13837_RNA,1,T cell,CD4 Memory,T cell_RNA
13838_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
13844_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
13850_RNA,1,T cell,CD8 Naive,T cell_RNA
13852_RNA,1,T cell,CD8 Naive,T cell_RNA
13853_RNA,1,B cell,Memory B,B cell_RNA
13854_RNA,1,T cell,gdT,T cell_RNA
13856_RNA,1,Mono/DC,CD16 Mono,Mono/DC_RNA
13857_RNA,1,T cell,CD8 Effector_1,T cell_RNA
13858_RNA,1,T cell,CD4 Naive,T cell_RNA
13859_RNA,1,Progenitor cells,Prog_DC,Progenitor cells_RNA
13860_RNA,1,T cell,CD4 Naive,T cell_RNA
13861_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
13864_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
13865_RNA,1,T cell,CD8 Naive,T cell_RNA
13866_RNA,1,B cell,Naive B,B cell_RNA
13871_RNA,1,T cell,CD4 Naive,T cell_RNA
13872_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
13873_RNA,1,B cell,Memory B,B cell_RNA
13876_RNA,1,B cell,Memory B,B cell_RNA
13878_RNA,1,Progenitor cells,GMP,Progenitor cells_RNA
13879_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
13882_RNA,1,Progenitor cells,GMP,Progenitor cells_RNA
13883_RNA,1,T cell,CD8 Naive,T cell_RNA
13884_RNA,1,T cell,CD4 Memory,T cell_RNA
13885_RNA,1,NK,NK,NK_RNA
13886_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
13887_RNA,1,T cell,CD4 Naive,T cell_RNA
13892_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
13896_RNA,1,T cell,CD4 Naive,T cell_RNA
13897_RNA,1,T cell,CD8 Naive,T cell_RNA
13899_RNA,1,T cell,gdT,T cell_RNA
13901_RNA,1,B cell,Memory B,B cell_RNA
13902_RNA,1,T cell,MAIT,T cell_RNA
13907_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
13908_RNA,1,Progenitor cells,Prog_RBC,Progenitor cells_RNA
13911_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
13912_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
13917_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
13918_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
13920_RNA,1,T cell,CD4 Memory,T cell_RNA
13921_RNA,1,T cell,CD8 Naive,T cell_RNA
13922_RNA,1,NK,NK,NK_RNA
13923_RNA,1,T cell,CD4 Naive,T cell_RNA
13925_RNA,1,T cell,CD8 Naive,T cell_RNA
13926_RNA,1,T cell,CD4 Naive,T cell_RNA
13927_RNA,1,T cell,CD4 Naive,T cell_RNA
13929_RNA,1,T cell,MAIT,T cell_RNA
13931_RNA,1,B cell,Memory B,B cell_RNA
13932_RNA,1,T cell,CD4 Naive,T cell_RNA
13933_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
13934_RNA,1,T cell,CD4 Naive,T cell_RNA
13936_RNA,1,Progenitor cells,Prog_RBC,Progenitor cells_RNA
13941_RNA,1,T cell,CD8 Naive,T cell_RNA
13942_RNA,1,T cell,CD8 Effector_1,T cell_RNA
13946_RNA,1,T cell,CD4 Naive,T cell_RNA
13949_RNA,1,B cell,Naive B,B cell_RNA
13951_RNA,1,Mono/DC,cDC2,Mono/DC_RNA
13954_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
13955_RNA,1,T cell,CD8 Naive,T cell_RNA
13956_RNA,1,T cell,CD4 Naive,T cell_RNA
13957_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
13962_RNA,1,Mono/DC,CD16 Mono,Mono/DC_RNA
13963_RNA,1,NK,NK,NK_RNA
13968_RNA,1,T cell,MAIT,T cell_RNA
13969_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
13970_RNA,1,Progenitor cells,LMPP,Progenitor cells_RNA
13971_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
13972_RNA,1,Progenitor cells,HSC,Progenitor cells_RNA
13973_RNA,1,B cell,Memory B,B cell_RNA
13974_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
13975_RNA,1,Progenitor cells,Prog_RBC,Progenitor cells_RNA
13977_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
13979_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
13981_RNA,1,T cell,CD4 Naive,T cell_RNA
13984_RNA,1,T cell,MAIT,T cell_RNA
13986_RNA,1,Progenitor cells,LMPP,Progenitor cells_RNA
13987_RNA,1,Progenitor cells,GMP,Progenitor cells_RNA
13989_RNA,1,T cell,CD4 Memory,T cell_RNA
13991_RNA,1,Progenitor cells,Prog_RBC,Progenitor cells_RNA
13992_RNA,1,T cell,CD4 Naive,T cell_RNA
13997_RNA,1,T cell,CD4 Naive,T cell_RNA
13998_RNA,1,B cell,Naive B,B cell_RNA
14001_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
14003_RNA,1,T cell,CD8 Memory_2,T cell_RNA
14009_RNA,1,T cell,CD8 Naive,T cell_RNA
14013_RNA,1,T cell,CD4 Naive,T cell_RNA
14018_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
14021_RNA,1,T cell,CD8 Naive,T cell_RNA
14023_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
14024_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
14026_RNA,1,Progenitor cells,Prog_RBC,Progenitor cells_RNA
14028_RNA,1,T cell,CD4 Naive,T cell_RNA
14029_RNA,1,NK,NK,NK_RNA
14030_RNA,1,T cell,CD8 Effector_1,T cell_RNA
14034_RNA,1,T cell,CD4 Naive,T cell_RNA
14035_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
14037_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
14038_RNA,1,T cell,CD8 Effector_2,T cell_RNA
14041_RNA,1,Progenitor cells,HSC,Progenitor cells_RNA
14042_RNA,1,B cell,Naive B,B cell_RNA
14043_RNA,1,T cell,Treg,T cell_RNA
14044_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
14048_RNA,1,Progenitor cells,GMP,Progenitor cells_RNA
14049_RNA,1,T cell,CD4 Naive,T cell_RNA
14055_RNA,1,T cell,CD4 Memory,T cell_RNA
14056_RNA,1,Progenitor cells,LMPP,Progenitor cells_RNA
14061_RNA,1,B cell,Plasmablast,B cell_RNA
14063_RNA,1,T cell,Treg,T cell_RNA
14064_RNA,1,T cell,CD4 Memory,T cell_RNA
14067_RNA,1,B cell,Memory B,B cell_RNA
14068_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
14069_RNA,1,B cell,Memory B,B cell_RNA
14074_RNA,1,T cell,CD4 Memory,T cell_RNA
14079_RNA,1,B cell,Naive B,B cell_RNA
14080_RNA,1,B cell,Naive B,B cell_RNA
14082_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
14083_RNA,1,Mono/DC,CD16 Mono,Mono/DC_RNA
14084_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
14085_RNA,1,T cell,CD4 Memory,T cell_RNA
14086_RNA,1,T cell,CD4 Memory,T cell_RNA
14088_RNA,1,B cell,Naive B,B cell_RNA
14091_RNA,1,T cell,CD8 Naive,T cell_RNA
14092_RNA,1,T cell,CD8 Naive,T cell_RNA
14093_RNA,1,T cell,CD4 Memory,T cell_RNA
14094_RNA,1,T cell,CD4 Naive,T cell_RNA
14095_RNA,1,T cell,CD4 Memory,T cell_RNA
14097_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
14098_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
14099_RNA,1,T cell,CD4 Naive,T cell_RNA
14100_RNA,1,T cell,gdT,T cell_RNA
14107_RNA,1,T cell,CD8 Naive,T cell_RNA
14110_RNA,1,T cell,CD4 Memory,T cell_RNA
14111_RNA,1,Progenitor cells,Prog_RBC,Progenitor cells_RNA
14112_RNA,1,B cell,Memory B,B cell_RNA
14113_RNA,1,B cell,Naive B,B cell_RNA
14117_RNA,1,Mono/DC,cDC2,Mono/DC_RNA
14118_RNA,1,T cell,CD8 Naive,T cell_RNA
14119_RNA,1,T cell,MAIT,T cell_RNA
14120_RNA,1,Mono/DC,CD16 Mono,Mono/DC_RNA
14124_RNA,1,T cell,gdT,T cell_RNA
14125_RNA,1,B cell,Memory B,B cell_RNA
14127_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
14131_RNA,1,B cell,Memory B,B cell_RNA
14136_RNA,1,T cell,CD4 Memory,T cell_RNA
14139_RNA,1,Mono/DC,pDC,Mono/DC_RNA
14141_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
14144_RNA,1,T cell,CD8 Naive,T cell_RNA
14147_RNA,1,T cell,CD4 Naive,T cell_RNA
14148_RNA,1,B cell,Memory B,B cell_RNA
14150_RNA,1,T cell,CD8 Naive,T cell_RNA
14152_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
14161_RNA,1,B cell,Plasmablast,B cell_RNA
14162_RNA,1,T cell,CD8 Effector_1,T cell_RNA
14164_RNA,1,T cell,CD4 Memory,T cell_RNA
14167_RNA,1,Progenitor cells,LMPP,Progenitor cells_RNA
14169_RNA,1,B cell,Memory B,B cell_RNA
14170_RNA,1,T cell,CD4 Memory,T cell_RNA
14171_RNA,1,T cell,gdT,T cell_RNA
14172_RNA,1,T cell,CD4 Naive,T cell_RNA
14177_RNA,1,Progenitor cells,LMPP,Progenitor cells_RNA
14178_RNA,1,T cell,CD8 Naive,T cell_RNA
14180_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
14182_RNA,1,B cell,Naive B,B cell_RNA
14184_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
14187_RNA,1,T cell,CD4 Naive,T cell_RNA
14188_RNA,1,T cell,CD4 Naive,T cell_RNA
14189_RNA,1,Mono/DC,CD16 Mono,Mono/DC_RNA
14192_RNA,1,T cell,CD8 Naive,T cell_RNA
14193_RNA,1,T cell,CD4 Memory,T cell_RNA
14195_RNA,1,T cell,CD4 Naive,T cell_RNA
14197_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
14206_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
14209_RNA,1,T cell,MAIT,T cell_RNA
14216_RNA,1,T cell,CD8 Effector_1,T cell_RNA
14217_RNA,1,T cell,CD4 Naive,T cell_RNA
14218_RNA,1,T cell,CD4 Memory,T cell_RNA
14223_RNA,1,Mono/DC,CD14 Mono,Mono/DC_RNA
14224_RNA,1,T cell,CD4 Naive,T cell_RNA
14227_RNA,1,T cell,CD4 Memory,T cell_RNA
14228_RNA,1,T cell,CD8 Naive,T cell_RNA
14231_RNA,1,B cell,Naive B,B cell_RNA
