Index,Flag,L1,L2,L1_02
17748_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
17749_ADT,1,T cell,CD4 Naive,T cell_ADT
17751_ADT,1,B cell,Memory B,B cell_ADT
17752_ADT,1,T cell,CD4 Naive,T cell_ADT
17756_ADT,1,T cell,CD8 Memory_2,T cell_ADT
17758_ADT,1,Progenitor cells,Prog_B 1,Progenitor cells_ADT
17759_ADT,1,T cell,CD4 Naive,T cell_ADT
17762_ADT,1,Mono/DC,cDC2,Mono/DC_ADT
17765_ADT,1,Progenitor cells,GMP,Progenitor cells_ADT
17768_ADT,1,T cell,CD4 Naive,T cell_ADT
17770_ADT,1,Mono/DC,CD16 Mono,Mono/DC_ADT
17771_ADT,1,B cell,Memory B,B cell_ADT
17773_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
17775_ADT,1,T cell,CD4 Naive,T cell_ADT
17776_ADT,1,T cell,CD4 Naive,T cell_ADT
17777_ADT,1,T cell,CD8 Effector_2,T cell_ADT
17778_ADT,1,T cell,CD8 Naive,T cell_ADT
17781_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
17783_ADT,1,Progenitor cells,Prog_RBC,Progenitor cells_ADT
17785_ADT,1,Progenitor cells,GMP,Progenitor cells_ADT
17786_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
17787_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
17788_ADT,1,T cell,CD4 Memory,T cell_ADT
17789_ADT,1,NK,NK,NK_ADT
17791_ADT,1,T cell,CD4 Memory,T cell_ADT
17793_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
17794_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
17796_ADT,1,B cell,Memory B,B cell_ADT
17800_ADT,1,T cell,CD8 Naive,T cell_ADT
17806_ADT,1,T cell,CD4 Naive,T cell_ADT
17809_ADT,1,T cell,MAIT,T cell_ADT
17810_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
17811_ADT,1,Progenitor cells,LMPP,Progenitor cells_ADT
17813_ADT,1,T cell,CD8 Naive,T cell_ADT
17815_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
17822_ADT,1,T cell,CD4 Naive,T cell_ADT
17824_ADT,1,T cell,CD8 Naive,T cell_ADT
17826_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
17827_ADT,1,T cell,CD8 Naive,T cell_ADT
17828_ADT,1,T cell,CD4 Naive,T cell_ADT
17830_ADT,1,T cell,CD4 Naive,T cell_ADT
17832_ADT,1,Progenitor cells,Prog_DC,Progenitor cells_ADT
17835_ADT,1,T cell,CD8 Memory_2,T cell_ADT
17836_ADT,1,T cell,CD8 Naive,T cell_ADT
17841_ADT,1,B cell,Memory B,B cell_ADT
17842_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
17846_ADT,1,B cell,Naive B,B cell_ADT
17849_ADT,1,B cell,Memory B,B cell_ADT
17851_ADT,1,T cell,CD4 Naive,T cell_ADT
17852_ADT,1,T cell,CD4 Memory,T cell_ADT
17853_ADT,1,T cell,CD4 Naive,T cell_ADT
17857_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
17858_ADT,1,Progenitor cells,HSC,Progenitor cells_ADT
17859_ADT,1,Progenitor cells,Prog_DC,Progenitor cells_ADT
17860_ADT,1,B cell,Naive B,B cell_ADT
17862_ADT,1,Progenitor cells,Prog_RBC,Progenitor cells_ADT
17865_ADT,1,T cell,CD8 Memory_1,T cell_ADT
17867_ADT,1,T cell,CD4 Naive,T cell_ADT
17868_ADT,1,T cell,CD4 Naive,T cell_ADT
17869_ADT,1,T cell,gdT,T cell_ADT
17871_ADT,1,T cell,CD8 Naive,T cell_ADT
17873_ADT,1,T cell,CD4 Memory,T cell_ADT
17877_ADT,1,T cell,CD4 Memory,T cell_ADT
17878_ADT,1,B cell,Naive B,B cell_ADT
17880_ADT,1,T cell,CD8 Memory_1,T cell_ADT
17881_ADT,1,Progenitor cells,LMPP,Progenitor cells_ADT
17882_ADT,1,T cell,CD4 Naive,T cell_ADT
17885_ADT,1,NK,NK,NK_ADT
17887_ADT,1,B cell,Memory B,B cell_ADT
17888_ADT,1,B cell,Naive B,B cell_ADT
17894_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
17895_ADT,1,T cell,CD8 Naive,T cell_ADT
17896_ADT,1,T cell,CD8 Effector_1,T cell_ADT
17897_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
17898_ADT,1,T cell,CD8 Naive,T cell_ADT
17899_ADT,1,T cell,CD8 Naive,T cell_ADT
17900_ADT,1,T cell,Treg,T cell_ADT
17902_ADT,1,T cell,CD8 Effector_1,T cell_ADT
17904_ADT,1,T cell,CD4 Naive,T cell_ADT
17905_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
17906_ADT,1,T cell,CD8 Naive,T cell_ADT
17907_ADT,1,Progenitor cells,Prog_RBC,Progenitor cells_ADT
17910_ADT,1,T cell,MAIT,T cell_ADT
17912_ADT,1,T cell,CD4 Naive,T cell_ADT
17915_ADT,1,T cell,CD8 Naive,T cell_ADT
17916_ADT,1,Progenitor cells,HSC,Progenitor cells_ADT
17917_ADT,1,T cell,CD4 Memory,T cell_ADT
17919_ADT,1,T cell,CD4 Naive,T cell_ADT
17922_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
17926_ADT,1,T cell,CD4 Memory,T cell_ADT
17927_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
17928_ADT,1,T cell,CD8 Naive,T cell_ADT
17929_ADT,1,T cell,gdT,T cell_ADT
17930_ADT,1,B cell,Naive B,B cell_ADT
17931_ADT,1,T cell,CD8 Effector_1,T cell_ADT
17935_ADT,1,B cell,Naive B,B cell_ADT
17937_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
17938_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
17939_ADT,1,Progenitor cells,GMP,Progenitor cells_ADT
17943_ADT,1,Mono/DC,pDC,Mono/DC_ADT
17946_ADT,1,Mono/DC,cDC2,Mono/DC_ADT
17947_ADT,1,T cell,CD8 Naive,T cell_ADT
17950_ADT,1,Progenitor cells,Prog_DC,Progenitor cells_ADT
17952_ADT,1,Progenitor cells,Prog_RBC,Progenitor cells_ADT
17954_ADT,1,T cell,CD8 Naive,T cell_ADT
17955_ADT,1,T cell,CD4 Memory,T cell_ADT
17956_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
17959_ADT,1,T cell,CD4 Memory,T cell_ADT
17967_ADT,1,T cell,CD4 Naive,T cell_ADT
17970_ADT,1,B cell,Naive B,B cell_ADT
17971_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
17972_ADT,1,T cell,CD8 Effector_2,T cell_ADT
17974_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
17977_ADT,1,T cell,CD4 Naive,T cell_ADT
17978_ADT,1,T cell,CD4 Memory,T cell_ADT
17979_ADT,1,B cell,Memory B,B cell_ADT
17982_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
17983_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
17987_ADT,1,B cell,Memory B,B cell_ADT
17988_ADT,1,T cell,CD8 Memory_2,T cell_ADT
17990_ADT,1,T cell,CD8 Naive,T cell_ADT
17992_ADT,1,Progenitor cells,GMP,Progenitor cells_ADT
17993_ADT,1,Progenitor cells,Prog_DC,Progenitor cells_ADT
17995_ADT,1,NK,NK,NK_ADT
17997_ADT,1,T cell,MAIT,T cell_ADT
17998_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
17999_ADT,1,T cell,CD8 Naive,T cell_ADT
18001_ADT,1,B cell,Memory B,B cell_ADT
18002_ADT,1,T cell,CD4 Naive,T cell_ADT
18003_ADT,1,T cell,CD8 Naive,T cell_ADT
18005_ADT,1,T cell,CD4 Naive,T cell_ADT
18007_ADT,1,T cell,CD8 Naive,T cell_ADT
18008_ADT,1,T cell,CD4 Naive,T cell_ADT
18010_ADT,1,T cell,CD4 Memory,T cell_ADT
18011_ADT,1,T cell,CD4 Naive,T cell_ADT
18012_ADT,1,B cell,Memory B,B cell_ADT
18013_ADT,1,T cell,CD4 Naive,T cell_ADT
18014_ADT,1,B cell,Memory B,B cell_ADT
18015_ADT,1,T cell,CD4 Naive,T cell_ADT
18017_ADT,1,NK,NK,NK_ADT
18020_ADT,1,T cell,CD4 Memory,T cell_ADT
18021_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
18023_ADT,1,T cell,CD8 Naive,T cell_ADT
18027_ADT,1,T cell,CD4 Memory,T cell_ADT
18029_ADT,1,T cell,CD4 Memory,T cell_ADT
18032_ADT,1,Mono/DC,CD16 Mono,Mono/DC_ADT
18033_ADT,1,T cell,CD8 Naive,T cell_ADT
18034_ADT,1,NK,NK,NK_ADT
18035_ADT,1,T cell,CD4 Naive,T cell_ADT
18037_ADT,1,Progenitor cells,HSC,Progenitor cells_ADT
18038_ADT,1,T cell,gdT,T cell_ADT
18040_ADT,1,T cell,CD4 Memory,T cell_ADT
18043_ADT,1,T cell,CD8 Naive,T cell_ADT
18048_ADT,1,T cell,CD8 Naive,T cell_ADT
18052_ADT,1,T cell,CD4 Naive,T cell_ADT
18053_ADT,1,T cell,CD8 Naive,T cell_ADT
18058_ADT,1,T cell,CD4 Memory,T cell_ADT
18059_ADT,1,T cell,CD4 Memory,T cell_ADT
18062_ADT,1,T cell,CD4 Naive,T cell_ADT
18063_ADT,1,T cell,CD4 Naive,T cell_ADT
18064_ADT,1,T cell,CD4 Naive,T cell_ADT
18069_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
18070_ADT,1,T cell,CD4 Memory,T cell_ADT
18071_ADT,1,T cell,CD8 Naive,T cell_ADT
18073_ADT,1,B cell,Naive B,B cell_ADT
18079_ADT,1,Progenitor cells,LMPP,Progenitor cells_ADT
18080_ADT,1,Progenitor cells,HSC,Progenitor cells_ADT
18085_ADT,1,T cell,CD8 Naive,T cell_ADT
18087_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
18088_ADT,1,T cell,MAIT,T cell_ADT
18092_ADT,1,T cell,CD4 Memory,T cell_ADT
18093_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
18094_ADT,1,T cell,CD8 Effector_1,T cell_ADT
18096_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
18100_ADT,1,Progenitor cells,GMP,Progenitor cells_ADT
18102_ADT,1,T cell,CD8 Naive,T cell_ADT
18106_ADT,1,NK,NK,NK_ADT
18107_ADT,1,T cell,CD4 Memory,T cell_ADT
18108_ADT,1,T cell,CD4 Memory,T cell_ADT
18110_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
18111_ADT,1,B cell,Memory B,B cell_ADT
18112_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
18113_ADT,1,B cell,Memory B,B cell_ADT
18114_ADT,1,T cell,CD8 Naive,T cell_ADT
18118_ADT,1,NK,CD56 bright NK,NK_ADT
18119_ADT,1,B cell,Naive B,B cell_ADT
18120_ADT,1,T cell,CD4 Naive,T cell_ADT
18123_ADT,1,Progenitor cells,GMP,Progenitor cells_ADT
18126_ADT,1,T cell,CD4 Naive,T cell_ADT
18129_ADT,1,T cell,CD8 Naive,T cell_ADT
18130_ADT,1,T cell,CD8 Memory_2,T cell_ADT
18131_ADT,1,B cell,Naive B,B cell_ADT
18133_ADT,1,T cell,CD4 Naive,T cell_ADT
18134_ADT,1,T cell,CD8 Naive,T cell_ADT
18135_ADT,1,T cell,MAIT,T cell_ADT
18137_ADT,1,T cell,CD4 Naive,T cell_ADT
18138_ADT,1,T cell,CD4 Memory,T cell_ADT
18139_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
18141_ADT,1,T cell,CD8 Naive,T cell_ADT
18143_ADT,1,T cell,CD4 Naive,T cell_ADT
18144_ADT,1,B cell,Memory B,B cell_ADT
18145_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
18146_ADT,1,T cell,CD8 Naive,T cell_ADT
18149_ADT,1,B cell,Memory B,B cell_ADT
18150_ADT,1,B cell,Memory B,B cell_ADT
18151_ADT,1,T cell,CD8 Effector_1,T cell_ADT
18152_ADT,1,T cell,CD8 Naive,T cell_ADT
18154_ADT,1,T cell,CD8 Naive,T cell_ADT
18155_ADT,1,T cell,CD4 Memory,T cell_ADT
18156_ADT,1,T cell,CD4 Memory,T cell_ADT
18158_ADT,1,T cell,gdT,T cell_ADT
18159_ADT,1,T cell,CD4 Memory,T cell_ADT
18160_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
18162_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
18164_ADT,1,Mono/DC,cDC2,Mono/DC_ADT
18165_ADT,1,T cell,CD4 Memory,T cell_ADT
18168_ADT,1,T cell,gdT,T cell_ADT
18169_ADT,1,T cell,CD8 Memory_2,T cell_ADT
18170_ADT,1,Mono/DC,CD16 Mono,Mono/DC_ADT
18171_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
18173_ADT,1,NK,NK,NK_ADT
18176_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
18178_ADT,1,T cell,CD8 Naive,T cell_ADT
18183_ADT,1,T cell,CD4 Naive,T cell_ADT
18186_ADT,1,T cell,CD8 Naive,T cell_ADT
18189_ADT,1,B cell,Memory B,B cell_ADT
18191_ADT,1,B cell,Memory B,B cell_ADT
18192_ADT,1,T cell,CD4 Naive,T cell_ADT
18194_ADT,1,B cell,Plasmablast,B cell_ADT
18200_ADT,1,T cell,CD4 Memory,T cell_ADT
18201_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
18202_ADT,1,T cell,CD8 Naive,T cell_ADT
18204_ADT,1,Progenitor cells,GMP,Progenitor cells_ADT
18206_ADT,1,T cell,CD8 Naive,T cell_ADT
18208_ADT,1,T cell,CD4 Memory,T cell_ADT
18214_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
18218_ADT,1,T cell,CD4 Naive,T cell_ADT
18219_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
18220_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
18221_ADT,1,T cell,CD4 Memory,T cell_ADT
18223_ADT,1,B cell,Memory B,B cell_ADT
18225_ADT,1,NK,NK,NK_ADT
18226_ADT,1,T cell,CD8 Naive,T cell_ADT
18227_ADT,1,B cell,Naive B,B cell_ADT
18228_ADT,1,T cell,CD4 Memory,T cell_ADT
18230_ADT,1,B cell,Naive B,B cell_ADT
18231_ADT,1,T cell,CD8 Naive,T cell_ADT
18232_ADT,1,T cell,CD4 Naive,T cell_ADT
18234_ADT,1,NK,CD56 bright NK,NK_ADT
18235_ADT,1,T cell,CD4 Naive,T cell_ADT
18236_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
18238_ADT,1,T cell,CD4 Memory,T cell_ADT
18239_ADT,1,T cell,CD8 Memory_1,T cell_ADT
18241_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
18242_ADT,1,NK,NK,NK_ADT
18245_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
18247_ADT,1,T cell,CD8 Naive,T cell_ADT
18249_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
18250_ADT,1,T cell,CD4 Memory,T cell_ADT
18254_ADT,1,B cell,Naive B,B cell_ADT
18255_ADT,1,T cell,CD8 Naive,T cell_ADT
18261_ADT,1,T cell,CD8 Naive,T cell_ADT
18262_ADT,1,T cell,gdT,T cell_ADT
18268_ADT,1,T cell,CD4 Memory,T cell_ADT
18270_ADT,1,T cell,CD4 Naive,T cell_ADT
18271_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
18272_ADT,1,T cell,CD8 Naive,T cell_ADT
18274_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
18277_ADT,1,T cell,CD8 Naive,T cell_ADT
18279_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
18281_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
18284_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
18286_ADT,1,T cell,CD4 Naive,T cell_ADT
18288_ADT,1,T cell,CD4 Naive,T cell_ADT
18289_ADT,1,T cell,CD8 Effector_1,T cell_ADT
18290_ADT,1,T cell,CD8 Naive,T cell_ADT
18291_ADT,1,T cell,CD8 Naive,T cell_ADT
18293_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
18294_ADT,1,B cell,Memory B,B cell_ADT
18295_ADT,1,T cell,CD8 Naive,T cell_ADT
18296_ADT,1,Progenitor cells,GMP,Progenitor cells_ADT
18297_ADT,1,T cell,CD8 Naive,T cell_ADT
18298_ADT,1,T cell,MAIT,T cell_ADT
18299_ADT,1,B cell,Memory B,B cell_ADT
18301_ADT,1,T cell,CD4 Memory,T cell_ADT
18305_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
18306_ADT,1,T cell,CD8 Naive,T cell_ADT
18308_ADT,1,T cell,CD8 Memory_2,T cell_ADT
18311_ADT,1,Mono/DC,CD16 Mono,Mono/DC_ADT
18312_ADT,1,Progenitor cells,LMPP,Progenitor cells_ADT
18313_ADT,1,T cell,CD8 Effector_2,T cell_ADT
18316_ADT,1,B cell,Naive B,B cell_ADT
18323_ADT,1,T cell,CD4 Naive,T cell_ADT
18324_ADT,1,T cell,CD4 Memory,T cell_ADT
18328_ADT,1,B cell,Memory B,B cell_ADT
18330_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
18333_ADT,1,T cell,CD4 Memory,T cell_ADT
18335_ADT,1,T cell,CD8 Naive,T cell_ADT
18338_ADT,1,T cell,CD4 Naive,T cell_ADT
18343_ADT,1,T cell,CD8 Naive,T cell_ADT
18344_ADT,1,T cell,CD4 Memory,T cell_ADT
18345_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
18348_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
18349_ADT,1,T cell,CD4 Naive,T cell_ADT
18350_ADT,1,T cell,MAIT,T cell_ADT
18351_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
18352_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
18353_ADT,1,T cell,CD8 Naive,T cell_ADT
18356_ADT,1,T cell,CD4 Naive,T cell_ADT
18359_ADT,1,B cell,Naive B,B cell_ADT
18360_ADT,1,T cell,CD8 Naive,T cell_ADT
18361_ADT,1,T cell,CD4 Naive,T cell_ADT
18362_ADT,1,Progenitor cells,LMPP,Progenitor cells_ADT
18366_ADT,1,T cell,CD4 Naive,T cell_ADT
18368_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
18369_ADT,1,Progenitor cells,GMP,Progenitor cells_ADT
18371_ADT,1,T cell,CD8 Naive,T cell_ADT
18372_ADT,1,T cell,CD4 Naive,T cell_ADT
18373_ADT,1,Progenitor cells,HSC,Progenitor cells_ADT
18374_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
18376_ADT,1,T cell,CD4 Memory,T cell_ADT
18377_ADT,1,T cell,CD8 Memory_2,T cell_ADT
18378_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
18379_ADT,1,T cell,CD8 Effector_2,T cell_ADT
18380_ADT,1,Progenitor cells,Prog_RBC,Progenitor cells_ADT
18384_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
18385_ADT,1,B cell,Naive B,B cell_ADT
18386_ADT,1,Mono/DC,cDC2,Mono/DC_ADT
18389_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
18390_ADT,1,T cell,CD8 Naive,T cell_ADT
18392_ADT,1,T cell,CD8 Memory_1,T cell_ADT
18396_ADT,1,T cell,CD8 Naive,T cell_ADT
18398_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
18399_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
18406_ADT,1,T cell,gdT,T cell_ADT
18409_ADT,1,T cell,CD4 Memory,T cell_ADT
18410_ADT,1,T cell,gdT,T cell_ADT
18413_ADT,1,T cell,CD4 Naive,T cell_ADT
18416_ADT,1,Progenitor cells,Prog_Mk,Progenitor cells_ADT
18417_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
18419_ADT,1,NK,NK,NK_ADT
18420_ADT,1,T cell,CD4 Memory,T cell_ADT
18423_ADT,1,T cell,CD8 Effector_1,T cell_ADT
18428_ADT,1,T cell,CD4 Memory,T cell_ADT
18429_ADT,1,T cell,CD8 Memory_2,T cell_ADT
18431_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
18432_ADT,1,Progenitor cells,GMP,Progenitor cells_ADT
18433_ADT,1,T cell,MAIT,T cell_ADT
18435_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
18438_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
18442_ADT,1,B cell,Memory B,B cell_ADT
18443_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
18446_ADT,1,B cell,Memory B,B cell_ADT
18450_ADT,1,NK,NK,NK_ADT
18451_ADT,1,T cell,CD8 Naive,T cell_ADT
18453_ADT,1,B cell,Naive B,B cell_ADT
18456_ADT,1,Progenitor cells,GMP,Progenitor cells_ADT
18457_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
18458_ADT,1,T cell,MAIT,T cell_ADT
18459_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
18462_ADT,1,B cell,Naive B,B cell_ADT
18463_ADT,1,Progenitor cells,GMP,Progenitor cells_ADT
18464_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
18467_ADT,1,Progenitor cells,Prog_Mk,Progenitor cells_ADT
18469_ADT,1,T cell,CD4 Naive,T cell_ADT
18470_ADT,1,T cell,CD8 Naive,T cell_ADT
18471_ADT,1,T cell,CD4 Memory,T cell_ADT
18472_ADT,1,T cell,CD8 Naive,T cell_ADT
18473_ADT,1,B cell,Memory B,B cell_ADT
18475_ADT,1,Progenitor cells,Prog_DC,Progenitor cells_ADT
18481_ADT,1,B cell,Naive B,B cell_ADT
18485_ADT,1,T cell,CD8 Naive,T cell_ADT
18487_ADT,1,T cell,gdT,T cell_ADT
18489_ADT,1,T cell,CD8 Effector_1,T cell_ADT
18490_ADT,1,T cell,CD8 Naive,T cell_ADT
18491_ADT,1,T cell,CD4 Memory,T cell_ADT
18492_ADT,1,T cell,CD4 Naive,T cell_ADT
18497_ADT,1,NK,NK,NK_ADT
18499_ADT,1,Progenitor cells,GMP,Progenitor cells_ADT
18501_ADT,1,T cell,CD8 Naive,T cell_ADT
18502_ADT,1,T cell,CD8 Naive,T cell_ADT
18503_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
18504_ADT,1,T cell,CD4 Naive,T cell_ADT
18505_ADT,1,B cell,Naive B,B cell_ADT
18508_ADT,1,T cell,CD4 Naive,T cell_ADT
18511_ADT,1,T cell,CD4 Naive,T cell_ADT
18512_ADT,1,T cell,CD8 Naive,T cell_ADT
18513_ADT,1,T cell,CD8 Naive,T cell_ADT
18514_ADT,1,T cell,CD8 Effector_1,T cell_ADT
18515_ADT,1,Progenitor cells,GMP,Progenitor cells_ADT
18518_ADT,1,T cell,CD4 Naive,T cell_ADT
18519_ADT,1,T cell,CD4 Memory,T cell_ADT
18521_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
18522_ADT,1,T cell,CD8 Naive,T cell_ADT
18523_ADT,1,T cell,CD4 Naive,T cell_ADT
18524_ADT,1,T cell,CD8 Naive,T cell_ADT
18526_ADT,1,B cell,Naive B,B cell_ADT
18527_ADT,1,B cell,Memory B,B cell_ADT
18528_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
18530_ADT,1,B cell,Memory B,B cell_ADT
18533_ADT,1,T cell,CD4 Memory,T cell_ADT
18537_ADT,1,Progenitor cells,HSC,Progenitor cells_ADT
18539_ADT,1,Mono/DC,cDC2,Mono/DC_ADT
18540_ADT,1,Progenitor cells,Prog_Mk,Progenitor cells_ADT
18546_ADT,1,T cell,CD4 Naive,T cell_ADT
18547_ADT,1,T cell,CD8 Effector_1,T cell_ADT
18550_ADT,1,NK,NK,NK_ADT
18554_ADT,1,NK,NK,NK_ADT
18555_ADT,1,Mono/DC,cDC2,Mono/DC_ADT
18556_ADT,1,Mono/DC,cDC2,Mono/DC_ADT
18558_ADT,1,B cell,Memory B,B cell_ADT
18559_ADT,1,T cell,CD4 Naive,T cell_ADT
18560_ADT,1,T cell,CD8 Naive,T cell_ADT
18565_ADT,1,B cell,Memory B,B cell_ADT
18566_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
18567_ADT,1,T cell,CD8 Naive,T cell_ADT
18568_ADT,1,T cell,CD4 Naive,T cell_ADT
18569_ADT,1,Progenitor cells,LMPP,Progenitor cells_ADT
18570_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
18571_ADT,1,T cell,CD4 Memory,T cell_ADT
18575_ADT,1,T cell,CD8 Memory_2,T cell_ADT
18576_ADT,1,Progenitor cells,Prog_RBC,Progenitor cells_ADT
18577_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
18580_ADT,1,T cell,CD4 Naive,T cell_ADT
18583_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
18585_ADT,1,T cell,CD4 Memory,T cell_ADT
18588_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
18589_ADT,1,T cell,CD4 Memory,T cell_ADT
18593_ADT,1,T cell,CD4 Memory,T cell_ADT
18594_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
18595_ADT,1,T cell,CD8 Naive,T cell_ADT
18597_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
18598_ADT,1,Mono/DC,cDC2,Mono/DC_ADT
18601_ADT,1,T cell,CD8 Memory_1,T cell_ADT
18602_ADT,1,T cell,CD8 Effector_1,T cell_ADT
18603_ADT,1,T cell,CD8 Naive,T cell_ADT
18604_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
18605_ADT,1,T cell,CD8 Naive,T cell_ADT
18609_ADT,1,NK,NK,NK_ADT
18613_ADT,1,T cell,CD4 Naive,T cell_ADT
18614_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
18616_ADT,1,T cell,MAIT,T cell_ADT
18617_ADT,1,B cell,Memory B,B cell_ADT
18618_ADT,1,T cell,CD8 Naive,T cell_ADT
18620_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
18622_ADT,1,B cell,Naive B,B cell_ADT
18624_ADT,1,B cell,Plasmablast,B cell_ADT
18627_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
18629_ADT,1,NK,NK,NK_ADT
18630_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
18631_ADT,1,Mono/DC,cDC2,Mono/DC_ADT
18633_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
18634_ADT,1,NK,NK,NK_ADT
18637_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
18642_ADT,1,Mono/DC,cDC2,Mono/DC_ADT
18644_ADT,1,B cell,Memory B,B cell_ADT
18646_ADT,1,T cell,CD4 Naive,T cell_ADT
18647_ADT,1,NK,NK,NK_ADT
18648_ADT,1,B cell,Naive B,B cell_ADT
18649_ADT,1,B cell,Memory B,B cell_ADT
18653_ADT,1,Mono/DC,cDC2,Mono/DC_ADT
18656_ADT,1,T cell,CD4 Naive,T cell_ADT
18658_ADT,1,Mono/DC,CD14 Mono,Mono/DC_ADT
