Index,cell_type_00,cell_type_01,cell_type,cell_type_02
5201_RNA,NK,NK_RNA,NK,NK_RNA
5202_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
5203_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
5204_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
5205_RNA,NK,NK_RNA,NK,NK_RNA
5206_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
5207_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
5208_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
5209_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
5210_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
5211_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
5212_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
5213_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
5214_RNA,NK,NK_RNA,NK,NK_RNA
5215_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
5216_RNA,CD4 TEM,CD4 TEM_RNA,CD4,CD4_RNA
5217_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
5218_RNA,CD8 TEM_2,CD8 TEM_2_RNA,CD8,CD8_RNA
5219_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
5220_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
5221_RNA,CD8 TEM_2,CD8 TEM_2_RNA,CD8,CD8_RNA
5222_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
5223_RNA,CD4 TEM,CD4 TEM_RNA,CD4,CD4_RNA
5224_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
5225_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
5226_RNA,pDC,pDC_RNA,Dendritic Cells,Dendritic Cells_RNA
5227_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
5228_RNA,CD16 Mono,CD16 Mono_RNA,Monocytes,Monocytes_RNA
5229_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
5230_RNA,Naive B,Naive B_RNA,B Cells,B Cells_RNA
5231_RNA,CD8 TEM_2,CD8 TEM_2_RNA,CD8,CD8_RNA
5232_RNA,NK,NK_RNA,NK,NK_RNA
5233_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
5234_RNA,Memory B,Memory B_RNA,B Cells,B Cells_RNA
5235_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
5236_RNA,CD8 TEM_2,CD8 TEM_2_RNA,CD8,CD8_RNA
5237_RNA,NK,NK_RNA,NK,NK_RNA
5238_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
5239_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
5240_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
5241_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
5242_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
5243_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
5244_RNA,CD8 TEM_2,CD8 TEM_2_RNA,CD8,CD8_RNA
5245_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
5246_RNA,Intermediate B,Intermediate B_RNA,B Cells,B Cells_RNA
5247_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
5248_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
5249_RNA,CD4 TEM,CD4 TEM_RNA,CD4,CD4_RNA
5250_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
5251_RNA,NK,NK_RNA,NK,NK_RNA
5252_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
5253_RNA,Memory B,Memory B_RNA,B Cells,B Cells_RNA
5254_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
5255_RNA,CD16 Mono,CD16 Mono_RNA,Monocytes,Monocytes_RNA
5256_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
5257_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
5258_RNA,gdT,gdT_RNA,CD8,CD8_RNA
5259_RNA,CD8 TEM_2,CD8 TEM_2_RNA,CD8,CD8_RNA
5260_RNA,NK,NK_RNA,NK,NK_RNA
5261_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
5262_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
5263_RNA,CD8 TEM_2,CD8 TEM_2_RNA,CD8,CD8_RNA
5264_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
5265_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
5266_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
5267_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
5268_RNA,Treg,Treg_RNA,CD4,CD4_RNA
5269_RNA,NK,NK_RNA,NK,NK_RNA
5270_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
5271_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
5272_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
5273_RNA,Treg,Treg_RNA,CD4,CD4_RNA
5274_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
5275_RNA,CD8 TEM_1,CD8 TEM_1_RNA,CD8,CD8_RNA
5276_RNA,Intermediate B,Intermediate B_RNA,B Cells,B Cells_RNA
5277_RNA,NK,NK_RNA,NK,NK_RNA
5278_RNA,CD8 TEM_2,CD8 TEM_2_RNA,CD8,CD8_RNA
5279_RNA,Naive B,Naive B_RNA,B Cells,B Cells_RNA
5280_RNA,NK,NK_RNA,NK,NK_RNA
5281_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
5282_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
5283_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
5284_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
5285_RNA,CD16 Mono,CD16 Mono_RNA,Monocytes,Monocytes_RNA
5286_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
5287_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
5288_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
5289_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
5290_RNA,pDC,pDC_RNA,Dendritic Cells,Dendritic Cells_RNA
5291_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
5292_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
5293_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
5294_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
5295_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
5296_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
5297_RNA,Memory B,Memory B_RNA,B Cells,B Cells_RNA
5298_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
5299_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
5300_RNA,CD8 TEM_2,CD8 TEM_2_RNA,CD8,CD8_RNA
5301_RNA,CD8 TEM_1,CD8 TEM_1_RNA,CD8,CD8_RNA
5302_RNA,Intermediate B,Intermediate B_RNA,B Cells,B Cells_RNA
5303_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
5304_RNA,CD8 TEM_2,CD8 TEM_2_RNA,CD8,CD8_RNA
5305_RNA,NK,NK_RNA,NK,NK_RNA
5306_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
5307_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
5308_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
5309_RNA,Treg,Treg_RNA,CD4,CD4_RNA
5310_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
5311_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
5312_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
5313_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
5314_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
5315_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
5316_RNA,CD8 TEM_2,CD8 TEM_2_RNA,CD8,CD8_RNA
5317_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
5318_RNA,CD8 TEM_1,CD8 TEM_1_RNA,CD8,CD8_RNA
5319_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
5320_RNA,cDC,cDC_RNA,Dendritic Cells,Dendritic Cells_RNA
5321_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
5322_RNA,CD16 Mono,CD16 Mono_RNA,Monocytes,Monocytes_RNA
5323_RNA,CD16 Mono,CD16 Mono_RNA,Monocytes,Monocytes_RNA
5324_RNA,CD16 Mono,CD16 Mono_RNA,Monocytes,Monocytes_RNA
5325_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
5326_RNA,CD16 Mono,CD16 Mono_RNA,Monocytes,Monocytes_RNA
5327_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
5328_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
5329_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
5330_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
5331_RNA,cDC,cDC_RNA,Dendritic Cells,Dendritic Cells_RNA
5332_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
5333_RNA,Intermediate B,Intermediate B_RNA,B Cells,B Cells_RNA
5334_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
5335_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
5336_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
5337_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
5338_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
5339_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
5340_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
5341_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
5342_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
5343_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
5344_RNA,CD8 TEM_2,CD8 TEM_2_RNA,CD8,CD8_RNA
5345_RNA,pDC,pDC_RNA,Dendritic Cells,Dendritic Cells_RNA
5346_RNA,CD4 TEM,CD4 TEM_RNA,CD4,CD4_RNA
5347_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
5348_RNA,pDC,pDC_RNA,Dendritic Cells,Dendritic Cells_RNA
5349_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
5350_RNA,Naive B,Naive B_RNA,B Cells,B Cells_RNA
5351_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
5352_RNA,cDC,cDC_RNA,Dendritic Cells,Dendritic Cells_RNA
5353_RNA,CD8 TEM_2,CD8 TEM_2_RNA,CD8,CD8_RNA
5354_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
5355_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
5356_RNA,CD8 TEM_2,CD8 TEM_2_RNA,CD8,CD8_RNA
5357_RNA,Naive B,Naive B_RNA,B Cells,B Cells_RNA
5358_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
5359_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
5360_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
5361_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
5362_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
5363_RNA,Naive B,Naive B_RNA,B Cells,B Cells_RNA
5364_RNA,Memory B,Memory B_RNA,B Cells,B Cells_RNA
5365_RNA,Memory B,Memory B_RNA,B Cells,B Cells_RNA
5366_RNA,gdT,gdT_RNA,CD8,CD8_RNA
5367_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
5368_RNA,CD8 TEM_2,CD8 TEM_2_RNA,CD8,CD8_RNA
5369_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
5370_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
5371_RNA,CD8 TEM_2,CD8 TEM_2_RNA,CD8,CD8_RNA
5372_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
5373_RNA,Memory B,Memory B_RNA,B Cells,B Cells_RNA
5374_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
5375_RNA,CD16 Mono,CD16 Mono_RNA,Monocytes,Monocytes_RNA
5376_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
5377_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
5378_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
5379_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
5380_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
5381_RNA,Intermediate B,Intermediate B_RNA,B Cells,B Cells_RNA
5382_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
5383_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
5384_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
5385_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
5386_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
5387_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
5388_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
5389_RNA,CD8 TEM_2,CD8 TEM_2_RNA,CD8,CD8_RNA
5390_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
5391_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
5392_RNA,Intermediate B,Intermediate B_RNA,B Cells,B Cells_RNA
5393_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
5394_RNA,CD8 TEM_1,CD8 TEM_1_RNA,CD8,CD8_RNA
5395_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
5396_RNA,MAIT,MAIT_RNA,MAIT,MAIT_RNA
5397_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
5398_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
5399_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
5400_RNA,Memory B,Memory B_RNA,B Cells,B Cells_RNA
5401_RNA,CD8 TEM_2,CD8 TEM_2_RNA,CD8,CD8_RNA
5402_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
5403_RNA,Memory B,Memory B_RNA,B Cells,B Cells_RNA
5404_RNA,CD8 TEM_2,CD8 TEM_2_RNA,CD8,CD8_RNA
5405_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
5406_RNA,Intermediate B,Intermediate B_RNA,B Cells,B Cells_RNA
5407_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
5408_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
5409_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
5410_RNA,CD8 TEM_2,CD8 TEM_2_RNA,CD8,CD8_RNA
5411_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
5412_RNA,NK,NK_RNA,NK,NK_RNA
5413_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
5414_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
5415_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
5416_RNA,NK,NK_RNA,NK,NK_RNA
5417_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
5418_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
5419_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
5420_RNA,CD4 TEM,CD4 TEM_RNA,CD4,CD4_RNA
5421_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
5422_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
5423_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
5424_RNA,CD8 TEM_1,CD8 TEM_1_RNA,CD8,CD8_RNA
5425_RNA,MAIT,MAIT_RNA,MAIT,MAIT_RNA
5426_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
5427_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
5428_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
5429_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
5430_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
5431_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
5432_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
5433_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
5434_RNA,Treg,Treg_RNA,CD4,CD4_RNA
5435_RNA,CD4 TEM,CD4 TEM_RNA,CD4,CD4_RNA
5436_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
5437_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
5438_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
5439_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
5440_RNA,CD8 TEM_2,CD8 TEM_2_RNA,CD8,CD8_RNA
5441_RNA,HSPC,HSPC_RNA,HSPC,HSPC_RNA
5442_RNA,CD16 Mono,CD16 Mono_RNA,Monocytes,Monocytes_RNA
5443_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
5444_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
5445_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
5446_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
5447_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
5448_RNA,cDC,cDC_RNA,Dendritic Cells,Dendritic Cells_RNA
5449_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
5450_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
5451_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
5452_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
5453_RNA,CD16 Mono,CD16 Mono_RNA,Monocytes,Monocytes_RNA
5454_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
5455_RNA,NK,NK_RNA,NK,NK_RNA
5456_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
5457_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
5458_RNA,Treg,Treg_RNA,CD4,CD4_RNA
5459_RNA,CD8 TEM_1,CD8 TEM_1_RNA,CD8,CD8_RNA
5460_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
5461_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
5462_RNA,CD8 TEM_1,CD8 TEM_1_RNA,CD8,CD8_RNA
5463_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
5464_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
5465_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
5466_RNA,CD4 TEM,CD4 TEM_RNA,CD4,CD4_RNA
5467_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
5468_RNA,Intermediate B,Intermediate B_RNA,B Cells,B Cells_RNA
5469_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
5470_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
5471_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
5472_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
5473_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
5474_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
5475_RNA,Memory B,Memory B_RNA,B Cells,B Cells_RNA
5476_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
5477_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
5478_RNA,CD16 Mono,CD16 Mono_RNA,Monocytes,Monocytes_RNA
5479_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
5480_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
5481_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
5482_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
5483_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
5484_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
5485_RNA,CD16 Mono,CD16 Mono_RNA,Monocytes,Monocytes_RNA
5486_RNA,NK,NK_RNA,NK,NK_RNA
5487_RNA,CD16 Mono,CD16 Mono_RNA,Monocytes,Monocytes_RNA
5488_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
5489_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
5490_RNA,NK,NK_RNA,NK,NK_RNA
5491_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
5492_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
5493_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
5494_RNA,cDC,cDC_RNA,Dendritic Cells,Dendritic Cells_RNA
5495_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
5496_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
5497_RNA,NK,NK_RNA,NK,NK_RNA
5498_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
5499_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
5500_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
5501_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
5502_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
5503_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
5504_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
5505_RNA,Intermediate B,Intermediate B_RNA,B Cells,B Cells_RNA
5506_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
5507_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
5508_RNA,Intermediate B,Intermediate B_RNA,B Cells,B Cells_RNA
5509_RNA,Naive B,Naive B_RNA,B Cells,B Cells_RNA
5510_RNA,Intermediate B,Intermediate B_RNA,B Cells,B Cells_RNA
5511_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
5512_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
5513_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
5514_RNA,CD4 TEM,CD4 TEM_RNA,CD4,CD4_RNA
5515_RNA,Memory B,Memory B_RNA,B Cells,B Cells_RNA
5516_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
5517_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
5518_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
5519_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
5520_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
5521_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
5522_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
5523_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
5524_RNA,Naive B,Naive B_RNA,B Cells,B Cells_RNA
5525_RNA,Treg,Treg_RNA,CD4,CD4_RNA
5526_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
5527_RNA,Intermediate B,Intermediate B_RNA,B Cells,B Cells_RNA
5528_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
5529_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
5530_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
5531_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
5532_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
5533_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
5534_RNA,CD8 TEM_2,CD8 TEM_2_RNA,CD8,CD8_RNA
5535_RNA,Memory B,Memory B_RNA,B Cells,B Cells_RNA
5536_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
5537_RNA,Intermediate B,Intermediate B_RNA,B Cells,B Cells_RNA
5538_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
5539_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
5540_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
5541_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
5542_RNA,Intermediate B,Intermediate B_RNA,B Cells,B Cells_RNA
5543_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
5544_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
5545_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
5546_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
5547_RNA,NK,NK_RNA,NK,NK_RNA
5548_RNA,CD16 Mono,CD16 Mono_RNA,Monocytes,Monocytes_RNA
5549_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
5550_RNA,CD8 TEM_1,CD8 TEM_1_RNA,CD8,CD8_RNA
5551_RNA,NK,NK_RNA,NK,NK_RNA
5552_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
5553_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
