Index,cell_type,is_train
2936,CD8,1
2937,Monocytes,0
2938,Monocytes,1
2939,B Cells,1
2940,CD4,1
2941,CD8,1
2942,Monocytes,0
2943,CD8,0
2944,CD8,1
2945,CD8,1
2946,CD4,0
2947,CD8,0
2948,Monocytes,1
2949,B Cells,1
2950,Monocytes,1
2951,CD4,1
2952,CD8,0
2953,Monocytes,1
2954,CD8,0
2955,CD4,1
2956,CD8,0
2957,HSPC,1
2958,Monocytes,1
2959,CD8,0
2960,NK,0
2961,Monocytes,1
2962,CD4,0
2963,Monocytes,0
2964,CD4,1
2965,Monocytes,1
2966,Monocytes,1
2967,Monocytes,1
2968,NK,1
2969,CD4,1
2970,Monocytes,0
2971,Monocytes,1
2972,Monocytes,0
2973,Monocytes,1
2974,CD8,1
2975,B Cells,0
2976,Monocytes,1
2977,NK,0
2978,Monocytes,1
2979,Monocytes,1
2980,CD4,1
2981,CD4,1
2982,CD8,1
2983,CD4,1
2984,CD4,1
2985,MAIT,1
2986,CD4,1
2987,CD8,1
2988,Monocytes,1
2989,Monocytes,1
2990,NK,1
2991,Monocytes,1
2992,Monocytes,1
2993,Dendritic Cells,1
2994,B Cells,1
2995,Monocytes,1
2996,CD4,1
2997,CD4,1
2998,CD4,0
2999,CD8,1
3000,CD4,1
3001,CD4,0
3002,NK,1
3003,Monocytes,0
3004,CD4,0
3005,Monocytes,1
3006,Monocytes,1
3007,NK,1
3008,Monocytes,1
3009,CD4,1
3010,CD4,1
3011,Monocytes,0
3012,CD4,1
3013,CD8,0
3014,CD8,1
3015,CD4,1
3016,Monocytes,1
3017,NK,1
3018,CD8,1
3019,CD8,0
3020,CD8,1
3021,CD8,0
3022,CD8,1
3023,Monocytes,1
3024,CD4,0
3025,CD8,1
3026,Monocytes,1
3027,Monocytes,0
3028,CD8,1
3029,Monocytes,1
3030,Dendritic Cells,1
3031,Monocytes,0
3032,CD8,0
3033,CD8,1
3034,Monocytes,1
3035,Dendritic Cells,1
3036,CD4,0
3037,CD4,1
3038,CD4,0
3039,CD4,1
3040,CD4,1
3041,Monocytes,1
3042,Monocytes,1
3043,CD8,1
3044,CD4,0
3045,Monocytes,1
3046,CD4,1
3047,CD4,1
3048,CD8,0
3049,CD4,1
3050,CD8,1
3051,CD4,0
3052,B Cells,1
3053,CD4,1
3054,CD8,1
3055,CD8,1
3056,CD4,1
3057,CD8,1
3058,B Cells,1
3059,Monocytes,0
3060,Monocytes,1
3061,B Cells,1
3062,Monocytes,1
3063,CD4,1
3064,CD8,1
3065,MAIT,1
3066,CD8,1
3067,Monocytes,1
3068,Dendritic Cells,1
3069,Monocytes,0
3070,CD4,1
3071,Monocytes,1
3072,CD8,0
3073,CD8,1
3074,CD4,1
3075,CD8,1
3076,Monocytes,1
3077,CD8,1
3078,Monocytes,1
3079,Monocytes,1
3080,MAIT,1
3081,Monocytes,1
3082,CD4,1
3083,CD4,0
3084,CD4,1
3085,Monocytes,1
3086,CD4,1
3087,Monocytes,0
3088,B Cells,1
3089,Monocytes,1
3090,CD4,1
3091,CD4,1
3092,CD4,1
3093,Monocytes,1
3094,CD4,1
3095,NK,1
3096,B Cells,1
3097,NK,1
3098,B Cells,1
3099,Monocytes,1
3100,Monocytes,1
3101,Monocytes,0
3102,CD4,1
3103,B Cells,1
3104,Monocytes,1
3105,CD8,1
3106,Monocytes,1
3107,CD4,1
3108,Monocytes,1
3109,CD4,1
3110,Monocytes,1
3111,Monocytes,1
3112,Monocytes,1
3113,NK,1
3114,CD4,0
3115,CD8,1
3116,B Cells,1
3117,CD4,1
3118,CD8,1
3119,Monocytes,1
3120,Monocytes,1
3121,CD8,1
3122,CD8,1
3123,Monocytes,1
3124,Monocytes,1
3125,Monocytes,1
3126,CD4,1
3127,Monocytes,1
3128,Monocytes,1
3129,CD4,1
3130,Monocytes,1
3131,CD4,1
3132,CD8,1
3133,CD8,1
3134,CD4,1
3135,B Cells,1
3136,B Cells,0
3137,CD8,0
3138,CD8,1
3139,CD4,0
3140,Monocytes,0
3141,Dendritic Cells,0
3142,CD8,1
3143,CD4,1
3144,CD4,1
3145,CD8,1
3146,Monocytes,1
3147,Monocytes,1
3148,B Cells,1
3149,CD4,1
3150,Dendritic Cells,1
3151,CD8,1
3152,CD4,1
3153,Monocytes,1
3154,CD8,1
3155,Monocytes,1
3156,Monocytes,0
3157,CD4,1
3158,CD4,0
3159,B Cells,1
3160,CD8,1
3161,CD4,1
3162,CD4,1
3163,Monocytes,0
3164,Monocytes,1
3165,CD4,1
3166,CD8,1
3167,CD8,1
3168,NK,1
3169,CD4,0
3170,Monocytes,1
3171,Dendritic Cells,1
3172,MAIT,1
3173,Monocytes,1
3174,CD8,1
3175,CD8,0
3176,CD8,1
3177,B Cells,1
3178,CD4,1
3179,CD4,1
3180,Monocytes,0
3181,Monocytes,1
3182,CD4,1
3183,CD4,1
3184,CD8,1
3185,Monocytes,1
3186,Monocytes,1
3187,Dendritic Cells,0
3188,CD4,1
3189,Monocytes,1
3190,CD8,1
3191,B Cells,0
3192,Monocytes,1
3193,B Cells,1
3194,B Cells,1
3195,Monocytes,1
3196,Monocytes,1
3197,CD4,1
3198,NK,1
3199,CD4,1
3200,CD8,1
3201,HSPC,1
3202,CD8,1
3203,CD4,1
3204,B Cells,1
3205,CD4,1
3206,CD4,0
3207,CD8,1
3208,Dendritic Cells,1
3209,CD8,1
3210,Monocytes,0
3211,B Cells,1
3212,Monocytes,1
3213,Monocytes,0
3214,Monocytes,1
3215,CD4,1
3216,Monocytes,0
3217,Monocytes,0
3218,Monocytes,1
3219,Monocytes,0
3220,Monocytes,1
3221,CD4,1
3222,CD8,0
3223,CD8,1
3224,B Cells,1
3225,CD8,1
3226,CD4,1
3227,Monocytes,1
3228,CD8,1
3229,CD8,0
3230,CD4,1
3231,CD4,1
3232,CD8,1
3233,CD8,1
3234,CD4,1
3235,CD4,1
3236,CD4,1
3237,Monocytes,1
3238,Monocytes,0
3239,CD4,1
3240,B Cells,1
3241,CD8,1
3242,CD8,1
3243,Monocytes,1
3244,Monocytes,0
3245,Monocytes,0
3246,B Cells,1
3247,CD8,1
3248,Monocytes,0
3249,Monocytes,1
3250,NK,0
3251,CD4,0
3252,Monocytes,1
3253,CD4,1
3254,Monocytes,1
3255,Dendritic Cells,1
3256,B Cells,1
3257,CD4,1
3258,Monocytes,1
3259,CD4,1
3260,CD8,1
3261,B Cells,1
3262,CD4,1
3263,CD4,1
3264,CD4,1
3265,CD8,1
3266,CD8,0
3267,B Cells,0
3268,NK,1
3269,CD8,0
3270,NK,1
3271,CD4,1
3272,Monocytes,1
3273,CD4,0
3274,CD8,1
3275,B Cells,0
3276,CD4,1
3277,Monocytes,1
3278,B Cells,1
3279,Dendritic Cells,1
3280,Monocytes,1
3281,B Cells,1
3282,CD8,1
3283,CD8,1
3284,CD4,1
3285,CD4,1
3286,CD4,1
3287,Monocytes,1
3288,Monocytes,1
3289,Monocytes,1
3290,B Cells,1
3291,NK,1
3292,B Cells,1
3293,Monocytes,1
3294,CD4,1
3295,CD8,1
3296,Monocytes,1
3297,CD8,1
3298,CD8,1
3299,CD8,1
3300,CD4,1
3301,CD8,0
3302,NK,0
3303,CD4,1
3304,CD4,1
3305,Monocytes,1
3306,Monocytes,1
3307,CD8,1
3308,CD4,1
3309,CD8,0
3310,CD8,0
3311,Monocytes,1
3312,CD4,1
3313,Monocytes,1
3314,B Cells,1
3315,B Cells,1
3316,CD4,1
3317,CD4,1
3318,CD4,1
3319,CD8,1
3320,CD8,0
3321,Monocytes,1
3322,CD8,1
3323,CD4,1
3324,Monocytes,0
3325,CD4,1
3326,Monocytes,0
3327,Monocytes,1
3328,Monocytes,0
3329,Monocytes,0
3330,CD8,0
3331,B Cells,0
3332,CD4,1
3333,Monocytes,1
3334,CD4,1
3335,B Cells,1
3336,Monocytes,1
3337,Monocytes,1
3338,CD4,1
3339,CD8,0
3340,CD4,1
3341,B Cells,0
3342,Monocytes,1
3343,CD4,0
3344,NK,1
3345,CD4,1
3346,B Cells,1
3347,Dendritic Cells,1
3348,Monocytes,1
3349,Monocytes,0
3350,CD8,1
3351,Monocytes,1
3352,Monocytes,1
3353,CD4,1
3354,CD4,1
3355,Monocytes,1
3356,CD8,0
3357,CD8,0
3358,CD8,1
3359,B Cells,1
3360,CD8,1
3361,Monocytes,1
3362,Monocytes,1
3363,CD8,0
3364,Monocytes,1
3365,B Cells,1
3366,CD8,1
3367,Monocytes,1
3368,Monocytes,1
3369,Monocytes,1
3370,B Cells,1
3371,CD8,1
3372,Monocytes,1
3373,CD8,1
3374,CD4,1
3375,Monocytes,1
3376,Monocytes,1
3377,CD4,1
3378,CD8,0
3379,B Cells,0
3380,CD4,1
3381,Monocytes,1
3382,CD8,1
3383,CD8,1
3384,CD4,1
3385,CD4,1
3386,Monocytes,0
3387,CD4,1
3388,NK,0
3389,Monocytes,1
3390,B Cells,1
3391,Monocytes,1
3392,CD4,0
3393,CD8,1
3394,CD4,1
3395,CD4,1
3396,B Cells,1
3397,Monocytes,1
3398,Monocytes,1
3399,CD8,1
3400,CD4,1
3401,Monocytes,1
3402,Monocytes,0
3403,B Cells,1
3404,Dendritic Cells,1
3405,CD4,1
3406,CD4,1
3407,CD4,1
3408,Dendritic Cells,1
3409,CD8,0
3410,CD4,1
3411,CD8,1
3412,Monocytes,1
3413,CD8,1
3414,CD8,0
3415,CD8,1
3416,Monocytes,1
3417,Monocytes,1
3418,CD4,1
3419,CD4,1
3420,CD4,1
3421,Monocytes,1
3422,Monocytes,0
3423,B Cells,1
3424,CD4,1
3425,CD4,1
3426,Monocytes,1
3427,CD4,1
3428,Monocytes,1
3429,Monocytes,1
3430,B Cells,1
3431,CD4,1
3432,Monocytes,1
3433,CD8,1
3434,MAIT,1
3435,Monocytes,1
3436,CD4,1
3437,CD4,0
3438,CD4,0
3439,CD8,0
3440,CD4,1
3441,Monocytes,0
3442,CD8,0
3443,CD4,1
3444,Monocytes,1
3445,Dendritic Cells,0
3446,Monocytes,1
3447,B Cells,1
3448,CD8,1
3449,Monocytes,1
3450,CD4,1
3451,CD4,1
3452,Monocytes,1
3453,CD4,1
3454,CD4,1
3455,CD4,1
3456,Monocytes,1
3457,CD4,1
3458,CD4,1
3459,CD8,0
3460,B Cells,0
3461,CD4,1
3462,CD4,1
3463,Monocytes,0
3464,CD4,1
3465,CD4,0
3466,CD4,1
3467,CD4,1
3468,MAIT,1
3469,Monocytes,1
3470,CD4,0
3471,CD4,1
3472,Monocytes,1
3473,CD4,1
3474,CD4,1
3475,CD4,1
3476,CD8,1
3477,MAIT,1
3478,Dendritic Cells,1
3479,Monocytes,1
3480,CD4,1
3481,Monocytes,1
3482,CD8,1
3483,Dendritic Cells,1
3484,B Cells,1
3485,B Cells,1
3486,NK,1
3487,Monocytes,1
3488,CD4,1
3489,CD8,1
3490,B Cells,1
3491,CD8,0
3492,Monocytes,1
3493,Monocytes,1
3494,Monocytes,1
3495,Monocytes,1
3496,Monocytes,1
3497,Monocytes,1
3498,CD4,0
3499,Monocytes,1
3500,CD8,1
3501,CD4,1
3502,CD4,0
3503,CD4,1
3504,B Cells,1
3505,Monocytes,1
3506,NK,1
3507,Monocytes,0
3508,CD4,1
3509,Monocytes,1
3510,CD8,1
3511,CD4,1
3512,Monocytes,1
3513,B Cells,1
3514,CD4,1
3515,Monocytes,1
3516,Monocytes,0
3517,CD4,1
3518,CD4,0
3519,Monocytes,1
3520,CD4,1
3521,CD8,1
3522,CD4,1
3523,CD4,1
3524,MAIT,1
3525,CD4,1
3526,CD8,1
3527,B Cells,1
3528,CD8,0
3529,CD4,0
3530,CD8,1
3531,B Cells,1
3532,Monocytes,1
3533,Monocytes,0
3534,CD4,1
3535,CD8,1
3536,CD4,0
3537,CD4,1
3538,CD8,1
3539,CD4,1
3540,CD8,1
3541,B Cells,1
3542,CD8,1
3543,CD8,1
3544,Monocytes,1
3545,CD4,0
3546,CD8,1
3547,CD8,1
3548,CD4,1
3549,CD4,0
3550,Monocytes,1
3551,Monocytes,0
3552,Monocytes,1
3553,Monocytes,1
3554,Monocytes,1
3555,CD8,0
3556,CD4,1
3557,CD8,1
3558,CD4,1
3559,Monocytes,1
3560,Monocytes,1
3561,Monocytes,1
3562,Monocytes,1
3563,Monocytes,1
3564,Monocytes,1
3565,Monocytes,1
3566,Monocytes,1
3567,NK,1
3568,CD4,1
3569,CD4,0
3570,Monocytes,1
3571,Monocytes,1
3572,Monocytes,1
3573,CD4,1
3574,CD8,1
3575,CD4,1
3576,Dendritic Cells,0
3577,CD4,1
3578,B Cells,1
3579,CD4,1
3580,CD4,0
3581,Monocytes,0
3582,Monocytes,1
3583,Monocytes,1
3584,Monocytes,1
3585,B Cells,0
3586,Monocytes,1
3587,CD8,1
3588,CD8,1
3589,Monocytes,1
3590,B Cells,1
3591,Monocytes,1
3592,B Cells,0
3593,CD4,1
3594,CD4,0
3595,MAIT,1
3596,CD4,1
3597,CD8,0
3598,CD4,1
3599,CD4,1
3600,CD4,0
3601,B Cells,0
3602,Monocytes,1
3603,Monocytes,0
3604,Dendritic Cells,1
3605,Monocytes,0
3606,Dendritic Cells,1
3607,Monocytes,1
3608,CD4,1
3609,CD4,1
3610,Monocytes,0
3611,NK,1
3612,B Cells,1
3613,CD4,1
3614,MAIT,1
3615,CD8,0
3616,CD4,1
3617,CD8,0
3618,CD4,1
3619,Dendritic Cells,0
3620,CD4,0
3621,CD4,1
3622,Dendritic Cells,1
3623,Monocytes,1
3624,CD8,1
3625,Monocytes,1
3626,B Cells,1
3627,Monocytes,0
3628,Monocytes,1
3629,Monocytes,1
3630,B Cells,1
3631,Monocytes,0
3632,CD8,1
3633,CD8,1
3634,CD8,1
3635,CD4,1
3636,Dendritic Cells,1
3637,CD4,0
3638,CD4,1
3639,CD8,1
3640,CD8,1
3641,Monocytes,0
3642,CD8,1
3643,CD4,1
3644,B Cells,1
3645,Monocytes,0
3646,CD4,1
3647,CD8,1
3648,NK,1
3649,CD8,1
3650,CD8,0
3651,CD8,1
3652,Monocytes,1
3653,Monocytes,1
3654,CD8,1
3655,CD8,1
3656,Monocytes,1
3657,CD4,1
3658,CD4,1
3659,CD8,0
3660,CD8,1
3661,CD8,0
3662,CD8,1
3663,CD4,1
3664,Monocytes,1
3665,Monocytes,1
3666,Monocytes,0
3667,CD8,1
3668,CD8,1
3669,CD8,1
3670,CD8,1
3671,Monocytes,0
3672,Dendritic Cells,1
3673,NK,1
3674,Monocytes,1
3675,CD4,1
3676,CD4,1
3677,CD4,1
3678,Monocytes,1
3679,Monocytes,1
3680,B Cells,1
3681,CD4,0
3682,CD4,1
3683,CD4,0
3684,Monocytes,1
3685,Monocytes,1
3686,CD8,0
3687,CD4,1
3688,Monocytes,1
3689,CD4,1
3690,Monocytes,1
3691,CD8,1
3692,NK,1
3693,NK,1
3694,CD4,1
3695,B Cells,1
3696,CD4,1
3697,CD8,1
3698,Monocytes,1
3699,CD4,0
3700,Monocytes,1
3701,Monocytes,1
3702,CD4,0
3703,Monocytes,1
3704,CD8,1
3705,Monocytes,1
3706,Monocytes,1
3707,Monocytes,1
3708,Monocytes,0
3709,CD4,1
3710,CD4,1
3711,Monocytes,1
3712,Dendritic Cells,1
3713,NK,1
3714,CD4,1
3715,CD4,1
3716,Monocytes,1
3717,CD8,1
3718,CD4,1
3719,CD4,1
3720,Monocytes,1
3721,CD8,0
3722,CD4,1
3723,Monocytes,0
3724,B Cells,1
3725,CD4,1
3726,NK,1
3727,Monocytes,1
3728,CD4,1
3729,NK,0
3730,Monocytes,1
3731,CD4,1
3732,CD4,1
3733,B Cells,1
3734,CD8,1
3735,CD4,1
3736,CD4,0
3737,CD8,1
3738,CD8,0
3739,Monocytes,1
3740,CD4,1
3741,Monocytes,1
3742,CD4,0
3743,Monocytes,1
3744,CD8,1
3745,CD8,1
3746,Dendritic Cells,1
3747,CD8,1
3748,CD8,1
3749,CD8,1
3750,B Cells,0
3751,Monocytes,0
3752,CD4,0
3753,CD4,1
3754,CD8,1
3755,CD8,0
3756,Monocytes,1
3757,CD8,1
3758,Monocytes,1
3759,CD4,1
3760,NK,1
3761,CD4,0
3762,Monocytes,0
3763,Monocytes,1
3764,Dendritic Cells,1
3765,Monocytes,1
3766,B Cells,1
3767,CD4,0
3768,Monocytes,1
3769,Monocytes,1
3770,CD8,1
3771,B Cells,0
3772,B Cells,1
3773,Monocytes,1
3774,Monocytes,0
3775,CD4,1
3776,CD4,1
3777,CD8,1
3778,CD8,1
3779,Monocytes,1
3780,CD8,1
3781,CD4,0
3782,B Cells,1
3783,Monocytes,0
3784,MAIT,1
3785,CD8,1
3786,CD4,1
3787,Monocytes,1
3788,B Cells,0
3789,Monocytes,0
3790,CD4,0
3791,CD4,1
3792,CD8,1
3793,CD4,0
3794,Monocytes,1
3795,CD8,1
3796,CD4,1
3797,Monocytes,0
3798,Monocytes,1
3799,Monocytes,1
3800,Monocytes,1
3801,CD8,1
3802,CD8,1
3803,Monocytes,1
3804,CD4,0
3805,Monocytes,1
3806,CD4,0
3807,CD4,1
3808,Monocytes,1
3809,Monocytes,0
3810,CD4,1
3811,Monocytes,1
3812,Dendritic Cells,0
3813,B Cells,1
3814,CD8,1
3815,CD4,0
3816,CD4,1
3817,CD4,1
3818,CD8,1
3819,NK,1
3820,Monocytes,1
3821,Monocytes,1
3822,CD8,1
3823,CD4,1
3824,CD4,0
3825,CD8,1
3826,CD4,1
3827,CD4,1
3828,MAIT,1
3829,Monocytes,1
3830,Monocytes,1
3831,Monocytes,1
3832,Monocytes,1
3833,B Cells,1
3834,Monocytes,1
3835,CD8,1
3836,B Cells,1
3837,CD8,1
3838,NK,1
3839,B Cells,0
3840,CD4,1
3841,CD4,1
3842,CD4,0
3843,B Cells,1
3844,CD8,0
3845,CD8,1
3846,MAIT,1
3847,CD4,1
3848,NK,1
3849,Monocytes,0
3850,CD4,1
3851,CD8,1
3852,Monocytes,1
3853,Monocytes,1
3854,CD4,1
3855,CD4,1
3856,CD8,0
3857,Monocytes,1
3858,CD8,1
3859,Monocytes,1
3860,Monocytes,1
3861,CD4,1
3862,CD4,1
3863,Monocytes,0
3864,Monocytes,0
3865,CD8,1
3866,CD8,1
3867,CD4,1
3868,B Cells,1
3869,MAIT,1
3870,Monocytes,1
3871,NK,1
3872,Monocytes,1
3873,MAIT,1
3874,Monocytes,0
3875,Monocytes,1
3876,CD8,1
3877,Monocytes,0
3878,Monocytes,1
3879,CD4,1
3880,CD8,1
3881,NK,1
3882,Monocytes,1
3883,Monocytes,1
3884,CD4,1
3885,B Cells,1
3886,CD8,1
3887,CD4,1
3888,Monocytes,0
3889,CD8,1
3890,Monocytes,0
3891,CD4,0
3892,CD8,1
3893,CD8,1
3894,CD8,1
3895,CD4,1
3896,Monocytes,1
3897,CD4,1
3898,CD4,1
3899,CD8,1
3900,NK,1
3901,CD4,0
3902,CD4,1
3903,CD4,1
3904,Monocytes,1
3905,CD8,0
3906,CD4,1
3907,CD4,1
3908,CD4,1
3909,Dendritic Cells,0
3910,Monocytes,1
3911,NK,1
3912,CD8,1
3913,CD4,1
3914,CD4,1
3915,CD4,0
3916,CD8,1
3917,Monocytes,1
3918,Monocytes,1
3919,Monocytes,1
3920,Monocytes,1
3921,Monocytes,1
3922,Monocytes,1
3923,Monocytes,1
3924,Monocytes,1
3925,CD4,0
3926,Monocytes,0
3927,B Cells,1
3928,NK,1
3929,CD8,1
3930,CD8,1
3931,CD4,1
3932,B Cells,1
3933,CD4,1
3934,B Cells,0
3935,CD4,1
3936,CD4,0
3937,Monocytes,1
3938,NK,1
3939,B Cells,1
3940,CD8,1
3941,NK,1
3942,NK,1
3943,Monocytes,0
3944,Monocytes,1
3945,Dendritic Cells,1
3946,CD4,1
3947,CD4,0
3948,CD8,0
3949,B Cells,0
3950,CD8,1
3951,CD4,0
3952,Monocytes,0
3953,Monocytes,1
3954,CD4,1
3955,Monocytes,1
3956,CD4,1
3957,Monocytes,0
3958,Monocytes,1
3959,Monocytes,1
3960,B Cells,1
3961,Monocytes,1
3962,CD4,1
3963,Monocytes,1
3964,CD4,1
3965,B Cells,1
3966,MAIT,1
3967,Monocytes,1
3968,Monocytes,0
3969,Monocytes,1
3970,NK,1
3971,Monocytes,1
3972,CD4,1
3973,Monocytes,1
3974,CD8,1
3975,CD4,1
3976,B Cells,1
3977,CD8,1
3978,Monocytes,1
3979,CD4,0
3980,Monocytes,1
3981,Monocytes,1
3982,Monocytes,1
3983,CD4,1
3984,Monocytes,0
3985,Monocytes,1
3986,CD4,1
3987,CD8,1
3988,CD4,1
3989,NK,1
3990,CD4,1
3991,CD8,1
3992,Monocytes,1
3993,B Cells,1
3994,Monocytes,1
3995,CD4,1
3996,CD4,1
3997,Monocytes,1
3998,Monocytes,1
3999,Monocytes,1
4000,NK,1
4001,Dendritic Cells,1
4002,CD4,1
4003,CD8,1
4004,NK,1
4005,B Cells,1
4006,CD4,1
4007,Monocytes,1
4008,CD4,0
4009,CD8,1
4010,NK,1
4011,Monocytes,0
4012,CD4,1
4013,Monocytes,0
4014,CD8,1
4015,Monocytes,1
4016,CD4,1
4017,CD8,1
4018,Monocytes,0
4019,Monocytes,1
4020,B Cells,1
4021,Monocytes,1
4022,CD4,1
4023,CD8,1
4024,B Cells,0
4025,B Cells,1
4026,CD8,1
4027,Dendritic Cells,1
4028,Monocytes,1
4029,Monocytes,1
4030,Monocytes,1
4031,CD4,1
4032,Monocytes,0
4033,B Cells,1
4034,CD4,1
4035,B Cells,1
4036,Monocytes,1
4037,Monocytes,1
4038,CD8,0
4039,CD4,1
4040,CD8,1
4041,B Cells,1
4042,Monocytes,1
4043,CD8,0
4044,CD4,1
4045,Dendritic Cells,1
4046,Monocytes,1
4047,Monocytes,1
4048,Monocytes,1
4049,Dendritic Cells,1
4050,CD4,1
4051,Monocytes,1
4052,CD4,1
4053,CD8,1
4054,Dendritic Cells,0
4055,CD8,0
4056,Monocytes,1
4057,NK,0
4058,CD8,1
4059,CD4,1
4060,CD8,1
4061,CD4,1
4062,CD4,1
4063,MAIT,1
4064,Dendritic Cells,0
4065,B Cells,1
4066,CD4,1
4067,CD4,1
4068,CD4,1
4069,CD4,1
4070,Monocytes,1
4071,CD8,1
4072,Monocytes,1
4073,Monocytes,1
4074,CD8,1
4075,Monocytes,1
4076,Monocytes,1
4077,CD4,1
4078,NK,1
4079,Monocytes,0
4080,Monocytes,1
4081,CD8,1
4082,NK,1
4083,CD8,1
4084,NK,0
4085,CD4,0
4086,CD8,1
4087,CD8,0
4088,Monocytes,1
4089,B Cells,1
4090,CD8,1
4091,MAIT,0
4092,CD8,1
4093,CD8,0
4094,CD4,1
4095,CD8,1
4096,Monocytes,1
4097,Monocytes,0
4098,Monocytes,1
4099,CD8,1
4100,CD4,1
4101,MAIT,1
4102,CD4,1
4103,CD4,1
4104,CD8,1
4105,CD8,1
4106,Monocytes,1
4107,CD8,1
4108,CD8,0
4109,Monocytes,1
4110,Monocytes,1
4111,CD4,1
4112,CD8,1
4113,Monocytes,1
4114,CD4,1
4115,CD8,1
4116,B Cells,1
4117,CD8,0
4118,CD8,0
4119,Monocytes,1
4120,CD8,1
4121,CD8,0
4122,NK,1
4123,CD8,1
4124,NK,1
4125,CD8,1
4126,Monocytes,1
4127,CD8,1
4128,CD8,1
4129,Monocytes,0
4130,CD8,1
4131,MAIT,1
4132,Monocytes,1
4133,B Cells,1
4134,CD8,1
4135,NK,1
4136,CD4,0
4137,Monocytes,1
4138,CD8,1
4139,Monocytes,1
4140,CD4,1
4141,CD8,0
4142,B Cells,0
4143,CD4,0
4144,NK,1
4145,Monocytes,1
4146,CD4,1
4147,Monocytes,1
4148,Monocytes,1
4149,CD4,1
4150,Monocytes,1
4151,Monocytes,1
4152,B Cells,1
4153,Monocytes,0
4154,CD8,0
4155,CD4,1
4156,CD4,1
4157,CD8,1
4158,CD4,1
4159,CD4,0
4160,Monocytes,1
4161,Monocytes,1
4162,MAIT,1
4163,CD8,1
4164,Dendritic Cells,1
4165,CD4,1
4166,CD8,1
4167,CD4,1
4168,B Cells,0
4169,CD4,1
4170,NK,1
4171,CD4,1
4172,CD4,1
4173,Monocytes,1
4174,CD4,1
4175,CD4,1
4176,CD8,0
4177,Dendritic Cells,1
4178,CD8,1
4179,CD8,1
4180,CD4,1
4181,CD8,1
4182,Monocytes,1
4183,CD4,1
4184,Monocytes,1
4185,CD4,1
4186,B Cells,1
4187,CD4,1
4188,Monocytes,0
4189,Monocytes,1
4190,Monocytes,1
4191,NK,1
4192,CD8,1
4193,Monocytes,1
4194,Monocytes,1
4195,B Cells,1
4196,Monocytes,1
4197,Dendritic Cells,1
4198,CD8,0
4199,CD8,1
4200,Monocytes,1
4201,NK,0
4202,Monocytes,1
4203,CD8,1
4204,Monocytes,1
4205,Monocytes,1
4206,CD4,1
4207,CD8,1
4208,CD8,1
4209,CD8,0
4210,CD8,1
4211,CD8,1
4212,CD4,1
4213,Monocytes,1
4214,Monocytes,0
4215,Monocytes,1
4216,CD4,1
4217,CD4,1
4218,Monocytes,1
4219,CD4,1
4220,Monocytes,0
4221,CD8,1
4222,CD4,1
4223,B Cells,1
4224,CD4,1
4225,Monocytes,0
4226,CD8,1
4227,B Cells,1
4228,CD8,1
4229,B Cells,1
4230,NK,1
4231,NK,1
4232,CD4,1
4233,CD4,0
4234,CD8,1
4235,CD8,1
4236,Monocytes,1
4237,CD4,0
4238,CD4,1
4239,Monocytes,0
4240,CD4,1
4241,CD8,1
4242,Monocytes,1
4243,CD8,1
4244,Monocytes,1
4245,CD4,0
4246,NK,1
4247,Monocytes,1
4248,Monocytes,1
4249,CD8,1
4250,CD4,0
4251,B Cells,1
4252,CD8,1
4253,CD4,1
4254,CD4,1
4255,CD4,1
4256,CD4,1
4257,CD8,1
4258,Monocytes,1
4259,Monocytes,1
4260,CD8,1
4261,CD4,1
4262,CD8,0
4263,B Cells,1
4264,CD4,1
4265,Monocytes,1
4266,Monocytes,1
4267,CD4,1
4268,CD4,1
4269,Monocytes,1
4270,CD8,1
4271,Monocytes,1
4272,CD8,0
4273,CD8,1
4274,CD4,1
4275,Monocytes,0
4276,CD8,1
4277,CD4,1
4278,CD4,1
4279,Dendritic Cells,1
4280,Monocytes,1
4281,CD4,1
4282,Monocytes,1
4283,Monocytes,1
4284,Monocytes,1
4285,Monocytes,1
4286,Monocytes,1
4287,Monocytes,1
4288,Monocytes,1
4289,Monocytes,0
4290,CD8,1
4291,B Cells,1
4292,B Cells,1
4293,CD8,0
4294,NK,1
4295,CD4,1
4296,B Cells,1
4297,Monocytes,0
4298,CD8,1
4299,CD4,0
4300,Monocytes,1
4301,CD4,1
4302,CD8,0
4303,B Cells,1
4304,Dendritic Cells,0
4305,CD8,1
4306,CD4,1
4307,CD4,0
4308,CD4,1
4309,CD8,1
4310,Monocytes,0
4311,CD4,1
4312,Monocytes,1
4313,CD4,1
4314,NK,1
4315,CD4,1
4316,CD8,1
4317,Monocytes,1
4318,CD4,1
4319,CD8,1
4320,CD4,0
4321,CD4,1
4322,Monocytes,0
4323,Monocytes,1
4324,CD4,1
4325,CD8,1
4326,Monocytes,1
4327,CD4,1
4328,CD8,0
4329,B Cells,1
4330,B Cells,1
4331,CD4,1
4332,CD4,1
4333,Monocytes,1
4334,CD4,1
4335,CD4,1
4336,Monocytes,0
4337,CD8,1
4338,CD8,1
4339,Monocytes,0
4340,Monocytes,1
4341,NK,1
4342,Monocytes,1
4343,CD4,1
4344,Monocytes,1
4345,CD4,1
4346,NK,1
4347,CD4,1
4348,Monocytes,1
4349,Monocytes,1
4350,CD4,1
4351,CD4,1
4352,CD8,1
4353,CD4,1
4354,CD8,1
4355,CD4,1
4356,Monocytes,1
4357,NK,1
