Index,cell_type_00,cell_type_01,cell_type,cell_type_02
5646_ATAC,CD4 TEM,CD4 TEM_ATAC,CD4,CD4_ATAC
5647_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
5648_ATAC,NK,NK_ATAC,NK,NK_ATAC
5649_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
5651_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
5653_ATAC,CD8 TEM_2,CD8 TEM_2_ATAC,CD8,CD8_ATAC
5656_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
5657_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
5658_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
5661_ATAC,NK,NK_ATAC,NK,NK_ATAC
5662_ATAC,Treg,Treg_ATAC,CD4,CD4_ATAC
5664_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
5665_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
5668_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
5669_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
5671_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
5672_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
5674_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
5676_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
5677_ATAC,CD4 TEM,CD4 TEM_ATAC,CD4,CD4_ATAC
5678_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
5679_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
5680_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
5681_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
5684_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
5686_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
5687_ATAC,Memory B,Memory B_ATAC,B Cells,B Cells_ATAC
5688_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
5689_ATAC,CD16 Mono,CD16 Mono_ATAC,Monocytes,Monocytes_ATAC
5690_ATAC,CD16 Mono,CD16 Mono_ATAC,Monocytes,Monocytes_ATAC
5691_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
5692_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
5693_ATAC,gdT,gdT_ATAC,CD8,CD8_ATAC
5694_ATAC,CD8 TEM_1,CD8 TEM_1_ATAC,CD8,CD8_ATAC
5695_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
5696_ATAC,CD8 TEM_2,CD8 TEM_2_ATAC,CD8,CD8_ATAC
5697_ATAC,Treg,Treg_ATAC,CD4,CD4_ATAC
5698_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
5699_ATAC,NK,NK_ATAC,NK,NK_ATAC
5700_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
5702_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
5704_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
5705_ATAC,Intermediate B,Intermediate B_ATAC,B Cells,B Cells_ATAC
5706_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
5709_ATAC,cDC,cDC_ATAC,Dendritic Cells,Dendritic Cells_ATAC
5711_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
5713_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
5714_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
5715_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
5717_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
5722_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
5725_ATAC,Intermediate B,Intermediate B_ATAC,B Cells,B Cells_ATAC
5727_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
5728_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
5729_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
5730_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
5731_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
5732_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
5734_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
5735_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
5737_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
5738_ATAC,NK,NK_ATAC,NK,NK_ATAC
5739_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
5740_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
5741_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
5742_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
5743_ATAC,Memory B,Memory B_ATAC,B Cells,B Cells_ATAC
5746_ATAC,Intermediate B,Intermediate B_ATAC,B Cells,B Cells_ATAC
5748_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
5749_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
5750_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
5751_ATAC,CD8 TEM_2,CD8 TEM_2_ATAC,CD8,CD8_ATAC
5752_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
5753_ATAC,pDC,pDC_ATAC,Dendritic Cells,Dendritic Cells_ATAC
5754_ATAC,CD8 TEM_2,CD8 TEM_2_ATAC,CD8,CD8_ATAC
5757_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
5758_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
5759_ATAC,gdT,gdT_ATAC,CD8,CD8_ATAC
5760_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
5761_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
5762_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
5765_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
5766_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
5769_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
5770_ATAC,cDC,cDC_ATAC,Dendritic Cells,Dendritic Cells_ATAC
5772_ATAC,CD8 TEM_1,CD8 TEM_1_ATAC,CD8,CD8_ATAC
5773_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
5775_ATAC,NK,NK_ATAC,NK,NK_ATAC
5777_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
5779_ATAC,cDC,cDC_ATAC,Dendritic Cells,Dendritic Cells_ATAC
5781_ATAC,Naive B,Naive B_ATAC,B Cells,B Cells_ATAC
5782_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
5783_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
5784_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
5787_ATAC,Memory B,Memory B_ATAC,B Cells,B Cells_ATAC
5788_ATAC,NK,NK_ATAC,NK,NK_ATAC
5789_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
5790_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
5791_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
5793_ATAC,CD8 TEM_2,CD8 TEM_2_ATAC,CD8,CD8_ATAC
5794_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
5795_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
5796_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
5798_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
5799_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
5801_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
5802_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
5804_ATAC,CD8 TEM_2,CD8 TEM_2_ATAC,CD8,CD8_ATAC
5806_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
5807_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
5808_ATAC,NK,NK_ATAC,NK,NK_ATAC
5809_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
5810_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
5811_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
5813_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
5814_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
5816_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
5817_ATAC,Intermediate B,Intermediate B_ATAC,B Cells,B Cells_ATAC
5818_ATAC,NK,NK_ATAC,NK,NK_ATAC
5819_ATAC,Memory B,Memory B_ATAC,B Cells,B Cells_ATAC
5820_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
5821_ATAC,pDC,pDC_ATAC,Dendritic Cells,Dendritic Cells_ATAC
5822_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
5823_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
5825_ATAC,CD8 TEM_1,CD8 TEM_1_ATAC,CD8,CD8_ATAC
5826_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
5828_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
5829_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
5831_ATAC,MAIT,MAIT_ATAC,MAIT,MAIT_ATAC
5833_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
5835_ATAC,Intermediate B,Intermediate B_ATAC,B Cells,B Cells_ATAC
5836_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
5837_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
5838_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
5839_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
5840_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
5841_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
5842_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
5843_ATAC,NK,NK_ATAC,NK,NK_ATAC
5844_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
5846_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
5848_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
5849_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
5850_ATAC,Naive B,Naive B_ATAC,B Cells,B Cells_ATAC
5852_ATAC,NK,NK_ATAC,NK,NK_ATAC
5853_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
5854_ATAC,Intermediate B,Intermediate B_ATAC,B Cells,B Cells_ATAC
5856_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
5859_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
5860_ATAC,gdT,gdT_ATAC,CD8,CD8_ATAC
5861_ATAC,CD4 TEM,CD4 TEM_ATAC,CD4,CD4_ATAC
5862_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
5863_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
5864_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
5865_ATAC,MAIT,MAIT_ATAC,MAIT,MAIT_ATAC
5866_ATAC,CD8 TEM_1,CD8 TEM_1_ATAC,CD8,CD8_ATAC
5869_ATAC,gdT,gdT_ATAC,CD8,CD8_ATAC
5871_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
5873_ATAC,HSPC,HSPC_ATAC,HSPC,HSPC_ATAC
5875_ATAC,pDC,pDC_ATAC,Dendritic Cells,Dendritic Cells_ATAC
5876_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
5882_ATAC,CD16 Mono,CD16 Mono_ATAC,Monocytes,Monocytes_ATAC
5883_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
5885_ATAC,CD8 TEM_2,CD8 TEM_2_ATAC,CD8,CD8_ATAC
5886_ATAC,CD8 TEM_2,CD8 TEM_2_ATAC,CD8,CD8_ATAC
5887_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
5888_ATAC,CD16 Mono,CD16 Mono_ATAC,Monocytes,Monocytes_ATAC
5890_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
5891_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
5892_ATAC,CD16 Mono,CD16 Mono_ATAC,Monocytes,Monocytes_ATAC
5893_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
5894_ATAC,CD8 TEM_1,CD8 TEM_1_ATAC,CD8,CD8_ATAC
5895_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
5896_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
5897_ATAC,Memory B,Memory B_ATAC,B Cells,B Cells_ATAC
5898_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
5899_ATAC,CD4 TEM,CD4 TEM_ATAC,CD4,CD4_ATAC
5901_ATAC,NK,NK_ATAC,NK,NK_ATAC
5905_ATAC,CD16 Mono,CD16 Mono_ATAC,Monocytes,Monocytes_ATAC
5906_ATAC,CD16 Mono,CD16 Mono_ATAC,Monocytes,Monocytes_ATAC
5908_ATAC,CD16 Mono,CD16 Mono_ATAC,Monocytes,Monocytes_ATAC
5909_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
5910_ATAC,Memory B,Memory B_ATAC,B Cells,B Cells_ATAC
5911_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
5912_ATAC,CD16 Mono,CD16 Mono_ATAC,Monocytes,Monocytes_ATAC
5913_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
5914_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
5915_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
5916_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
5917_ATAC,Intermediate B,Intermediate B_ATAC,B Cells,B Cells_ATAC
5918_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
5920_ATAC,CD4 TEM,CD4 TEM_ATAC,CD4,CD4_ATAC
5921_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
5922_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
5924_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
5926_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
5927_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
5928_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
5929_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
5931_ATAC,Memory B,Memory B_ATAC,B Cells,B Cells_ATAC
5933_ATAC,CD8 TEM_1,CD8 TEM_1_ATAC,CD8,CD8_ATAC
5934_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
5935_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
5936_ATAC,CD8 TEM_1,CD8 TEM_1_ATAC,CD8,CD8_ATAC
5937_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
5938_ATAC,Naive B,Naive B_ATAC,B Cells,B Cells_ATAC
5941_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
5942_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
5943_ATAC,CD4 TEM,CD4 TEM_ATAC,CD4,CD4_ATAC
5944_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
5947_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
5948_ATAC,Intermediate B,Intermediate B_ATAC,B Cells,B Cells_ATAC
5950_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
5951_ATAC,CD16 Mono,CD16 Mono_ATAC,Monocytes,Monocytes_ATAC
5952_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
5954_ATAC,CD4 TEM,CD4 TEM_ATAC,CD4,CD4_ATAC
5958_ATAC,Intermediate B,Intermediate B_ATAC,B Cells,B Cells_ATAC
5959_ATAC,Memory B,Memory B_ATAC,B Cells,B Cells_ATAC
5960_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
5961_ATAC,gdT,gdT_ATAC,CD8,CD8_ATAC
5962_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
5963_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
5964_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
5965_ATAC,NK,NK_ATAC,NK,NK_ATAC
5966_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
5967_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
5968_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
5972_ATAC,CD8 TEM_2,CD8 TEM_2_ATAC,CD8,CD8_ATAC
5977_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
5978_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
5979_ATAC,CD8 TEM_2,CD8 TEM_2_ATAC,CD8,CD8_ATAC
5980_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
5982_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
5984_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
5985_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
5987_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
5989_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
5990_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
5991_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
5992_ATAC,CD8 TEM_1,CD8 TEM_1_ATAC,CD8,CD8_ATAC
5993_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
5994_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
5995_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
5997_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
5998_ATAC,MAIT,MAIT_ATAC,MAIT,MAIT_ATAC
5999_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
6000_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
6003_ATAC,CD8 TEM_2,CD8 TEM_2_ATAC,CD8,CD8_ATAC
6007_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
6010_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
6011_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
6012_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
6014_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
6016_ATAC,Intermediate B,Intermediate B_ATAC,B Cells,B Cells_ATAC
6017_ATAC,Naive B,Naive B_ATAC,B Cells,B Cells_ATAC
6018_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
6019_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
6020_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
6021_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
6022_ATAC,Memory B,Memory B_ATAC,B Cells,B Cells_ATAC
6024_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
6028_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
6030_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
6031_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
6032_ATAC,gdT,gdT_ATAC,CD8,CD8_ATAC
6034_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
6037_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
6038_ATAC,Memory B,Memory B_ATAC,B Cells,B Cells_ATAC
6039_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
6041_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
6042_ATAC,gdT,gdT_ATAC,CD8,CD8_ATAC
6045_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
6046_ATAC,NK,NK_ATAC,NK,NK_ATAC
6047_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
6048_ATAC,CD16 Mono,CD16 Mono_ATAC,Monocytes,Monocytes_ATAC
6049_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
6051_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
6052_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
6053_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
6054_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
6055_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
6056_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
6057_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
6059_ATAC,Memory B,Memory B_ATAC,B Cells,B Cells_ATAC
6060_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
6062_ATAC,CD16 Mono,CD16 Mono_ATAC,Monocytes,Monocytes_ATAC
6064_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
6066_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
6067_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
6068_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
6069_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
6070_ATAC,CD8 TEM_2,CD8 TEM_2_ATAC,CD8,CD8_ATAC
6072_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
6073_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
6074_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
6075_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
6077_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
6080_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
6081_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
6082_ATAC,cDC,cDC_ATAC,Dendritic Cells,Dendritic Cells_ATAC
6084_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
6085_ATAC,NK,NK_ATAC,NK,NK_ATAC
6086_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
6087_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
6088_ATAC,cDC,cDC_ATAC,Dendritic Cells,Dendritic Cells_ATAC
6089_ATAC,MAIT,MAIT_ATAC,MAIT,MAIT_ATAC
6090_ATAC,cDC,cDC_ATAC,Dendritic Cells,Dendritic Cells_ATAC
6091_ATAC,MAIT,MAIT_ATAC,MAIT,MAIT_ATAC
6094_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
6095_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
6097_ATAC,MAIT,MAIT_ATAC,MAIT,MAIT_ATAC
6099_ATAC,Intermediate B,Intermediate B_ATAC,B Cells,B Cells_ATAC
6100_ATAC,NK,NK_ATAC,NK,NK_ATAC
6101_ATAC,CD16 Mono,CD16 Mono_ATAC,Monocytes,Monocytes_ATAC
6103_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
6105_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
6106_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
6107_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
6108_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
6109_ATAC,CD16 Mono,CD16 Mono_ATAC,Monocytes,Monocytes_ATAC
6110_ATAC,CD8 TEM_1,CD8 TEM_1_ATAC,CD8,CD8_ATAC
6111_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
6113_ATAC,CD8 TEM_1,CD8 TEM_1_ATAC,CD8,CD8_ATAC
6115_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
6117_ATAC,CD4 TCM,CD4 TCM_ATAC,CD4,CD4_ATAC
6118_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
6119_ATAC,CD8 Naive,CD8 Naive_ATAC,CD8,CD8_ATAC
6120_ATAC,CD14 Mono,CD14 Mono_ATAC,Monocytes,Monocytes_ATAC
6121_ATAC,CD4 Naive,CD4 Naive_ATAC,CD4,CD4_ATAC
