Index,cell_type_00,cell_type_01,cell_type,cell_type_02
5953_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
5956_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
5958_RNA,Intermediate B,Intermediate B_RNA,B Cells,B Cells_RNA
5962_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
5965_RNA,NK,NK_RNA,NK,NK_RNA
5966_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
5967_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
5968_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
5970_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
5973_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
5975_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
5976_RNA,NK,NK_RNA,NK,NK_RNA
5977_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
5978_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
5980_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
5981_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
5983_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
5984_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
5985_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
5986_RNA,CD16 Mono,CD16 Mono_RNA,Monocytes,Monocytes_RNA
5987_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
5988_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
5989_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
5990_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
5993_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
5995_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
5996_RNA,Memory B,Memory B_RNA,B Cells,B Cells_RNA
5997_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
5998_RNA,MAIT,MAIT_RNA,MAIT,MAIT_RNA
5999_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
6000_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
6001_RNA,cDC,cDC_RNA,Dendritic Cells,Dendritic Cells_RNA
6002_RNA,CD8 TEM_1,CD8 TEM_1_RNA,CD8,CD8_RNA
6003_RNA,CD8 TEM_2,CD8 TEM_2_RNA,CD8,CD8_RNA
6004_RNA,NK,NK_RNA,NK,NK_RNA
6005_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
6008_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
6009_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
6011_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
6014_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
6016_RNA,Intermediate B,Intermediate B_RNA,B Cells,B Cells_RNA
6017_RNA,Naive B,Naive B_RNA,B Cells,B Cells_RNA
6018_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
6019_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
6020_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
6021_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
6024_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
6025_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
6026_RNA,Memory B,Memory B_RNA,B Cells,B Cells_RNA
6031_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
6034_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
6035_RNA,NK,NK_RNA,NK,NK_RNA
6036_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
6037_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
6038_RNA,Memory B,Memory B_RNA,B Cells,B Cells_RNA
6039_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
6040_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
6041_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
6042_RNA,gdT,gdT_RNA,CD8,CD8_RNA
6043_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
6044_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
6045_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
6046_RNA,NK,NK_RNA,NK,NK_RNA
6047_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
6048_RNA,CD16 Mono,CD16 Mono_RNA,Monocytes,Monocytes_RNA
6050_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
6051_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
6052_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
6053_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
6054_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
6057_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
6059_RNA,Memory B,Memory B_RNA,B Cells,B Cells_RNA
6061_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
6062_RNA,CD16 Mono,CD16 Mono_RNA,Monocytes,Monocytes_RNA
6063_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
6064_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
6065_RNA,Memory B,Memory B_RNA,B Cells,B Cells_RNA
6066_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
6068_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
6069_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
6071_RNA,Memory B,Memory B_RNA,B Cells,B Cells_RNA
6073_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
6074_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
6076_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
6077_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
6078_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
6079_RNA,Naive B,Naive B_RNA,B Cells,B Cells_RNA
6080_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
6081_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
6082_RNA,cDC,cDC_RNA,Dendritic Cells,Dendritic Cells_RNA
6084_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
6086_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
6087_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
6088_RNA,cDC,cDC_RNA,Dendritic Cells,Dendritic Cells_RNA
6089_RNA,MAIT,MAIT_RNA,MAIT,MAIT_RNA
6090_RNA,cDC,cDC_RNA,Dendritic Cells,Dendritic Cells_RNA
6091_RNA,MAIT,MAIT_RNA,MAIT,MAIT_RNA
6094_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
6095_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
6096_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
6099_RNA,Intermediate B,Intermediate B_RNA,B Cells,B Cells_RNA
6101_RNA,CD16 Mono,CD16 Mono_RNA,Monocytes,Monocytes_RNA
6102_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
6103_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
6104_RNA,MAIT,MAIT_RNA,MAIT,MAIT_RNA
6105_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
6106_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
6107_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
6109_RNA,CD16 Mono,CD16 Mono_RNA,Monocytes,Monocytes_RNA
6110_RNA,CD8 TEM_1,CD8 TEM_1_RNA,CD8,CD8_RNA
6111_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
6112_RNA,CD16 Mono,CD16 Mono_RNA,Monocytes,Monocytes_RNA
6114_RNA,Naive B,Naive B_RNA,B Cells,B Cells_RNA
6116_RNA,CD8 TEM_2,CD8 TEM_2_RNA,CD8,CD8_RNA
6117_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
6118_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
6119_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
6124_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
6125_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
6126_RNA,CD8 TEM_2,CD8 TEM_2_RNA,CD8,CD8_RNA
6128_RNA,CD8 TEM_1,CD8 TEM_1_RNA,CD8,CD8_RNA
6129_RNA,gdT,gdT_RNA,CD8,CD8_RNA
6130_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
6131_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
6132_RNA,CD4 TEM,CD4 TEM_RNA,CD4,CD4_RNA
6133_RNA,NK,NK_RNA,NK,NK_RNA
6134_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
6136_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
6137_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
6139_RNA,CD4 TEM,CD4 TEM_RNA,CD4,CD4_RNA
6141_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
6142_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
6145_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
6146_RNA,CD8 TEM_2,CD8 TEM_2_RNA,CD8,CD8_RNA
6147_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
6148_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
6149_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
6152_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
6154_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
6155_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
6157_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
6159_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
6160_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
6161_RNA,NK,NK_RNA,NK,NK_RNA
6162_RNA,Memory B,Memory B_RNA,B Cells,B Cells_RNA
6163_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
6164_RNA,Intermediate B,Intermediate B_RNA,B Cells,B Cells_RNA
6167_RNA,CD8 TEM_2,CD8 TEM_2_RNA,CD8,CD8_RNA
6169_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
6170_RNA,NK,NK_RNA,NK,NK_RNA
6171_RNA,CD4 TEM,CD4 TEM_RNA,CD4,CD4_RNA
6173_RNA,CD16 Mono,CD16 Mono_RNA,Monocytes,Monocytes_RNA
6174_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
6175_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
6176_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
6177_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
6178_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
6179_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
6180_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
6181_RNA,CD16 Mono,CD16 Mono_RNA,Monocytes,Monocytes_RNA
6182_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
6183_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
6184_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
6187_RNA,NK,NK_RNA,NK,NK_RNA
6188_RNA,CD4 TEM,CD4 TEM_RNA,CD4,CD4_RNA
6189_RNA,cDC,cDC_RNA,Dendritic Cells,Dendritic Cells_RNA
6190_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
6191_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
6192_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
6193_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
6194_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
6195_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
6197_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
6198_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
6200_RNA,CD16 Mono,CD16 Mono_RNA,Monocytes,Monocytes_RNA
6204_RNA,NK,NK_RNA,NK,NK_RNA
6205_RNA,NK,NK_RNA,NK,NK_RNA
6206_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
6207_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
6209_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
6210_RNA,CD8 TEM_1,CD8 TEM_1_RNA,CD8,CD8_RNA
6211_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
6212_RNA,Intermediate B,Intermediate B_RNA,B Cells,B Cells_RNA
6214_RNA,cDC,cDC_RNA,Dendritic Cells,Dendritic Cells_RNA
6215_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
6216_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
6217_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
6218_RNA,CD4 TEM,CD4 TEM_RNA,CD4,CD4_RNA
6219_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
6221_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
6222_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
6224_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
6225_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
6226_RNA,Memory B,Memory B_RNA,B Cells,B Cells_RNA
6227_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
6228_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
6229_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
6230_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
6231_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
6232_RNA,NK,NK_RNA,NK,NK_RNA
6233_RNA,Treg,Treg_RNA,CD4,CD4_RNA
6235_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
6236_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
6237_RNA,CD16 Mono,CD16 Mono_RNA,Monocytes,Monocytes_RNA
6238_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
6239_RNA,CD8 TEM_1,CD8 TEM_1_RNA,CD8,CD8_RNA
6240_RNA,CD16 Mono,CD16 Mono_RNA,Monocytes,Monocytes_RNA
6243_RNA,CD8 TEM_2,CD8 TEM_2_RNA,CD8,CD8_RNA
6245_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
6246_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
6247_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
6248_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
6249_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
6250_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
6251_RNA,Intermediate B,Intermediate B_RNA,B Cells,B Cells_RNA
6253_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
6254_RNA,NK,NK_RNA,NK,NK_RNA
6255_RNA,CD8 TEM_2,CD8 TEM_2_RNA,CD8,CD8_RNA
6256_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
6257_RNA,Memory B,Memory B_RNA,B Cells,B Cells_RNA
6258_RNA,CD16 Mono,CD16 Mono_RNA,Monocytes,Monocytes_RNA
6260_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
6261_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
6262_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
6264_RNA,pDC,pDC_RNA,Dendritic Cells,Dendritic Cells_RNA
6265_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
6266_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
6267_RNA,NK,NK_RNA,NK,NK_RNA
6268_RNA,gdT,gdT_RNA,CD8,CD8_RNA
6271_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
6272_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
6273_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
6274_RNA,Treg,Treg_RNA,CD4,CD4_RNA
6275_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
6276_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
6279_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
6280_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
6281_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
6282_RNA,NK,NK_RNA,NK,NK_RNA
6283_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
6286_RNA,CD4 TEM,CD4 TEM_RNA,CD4,CD4_RNA
6287_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
6289_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
6290_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
6293_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
6294_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
6296_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
6298_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
6299_RNA,CD16 Mono,CD16 Mono_RNA,Monocytes,Monocytes_RNA
6300_RNA,CD8 TEM_1,CD8 TEM_1_RNA,CD8,CD8_RNA
6301_RNA,NK,NK_RNA,NK,NK_RNA
6303_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
6305_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
6307_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
6308_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
6310_RNA,Plasma,Plasma_RNA,B Cells,B Cells_RNA
6311_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
6312_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
6315_RNA,MAIT,MAIT_RNA,MAIT,MAIT_RNA
6316_RNA,cDC,cDC_RNA,Dendritic Cells,Dendritic Cells_RNA
6319_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
6320_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
6321_RNA,Treg,Treg_RNA,CD4,CD4_RNA
6322_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
6325_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
6326_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
6329_RNA,CD8 TEM_1,CD8 TEM_1_RNA,CD8,CD8_RNA
6330_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
6331_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
6332_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
6333_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
6335_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
6337_RNA,Memory B,Memory B_RNA,B Cells,B Cells_RNA
6338_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
6341_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
6344_RNA,CD8 TEM_1,CD8 TEM_1_RNA,CD8,CD8_RNA
6345_RNA,NK,NK_RNA,NK,NK_RNA
6346_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
6347_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
6348_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
6350_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
6353_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
6357_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
6358_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
6359_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
6361_RNA,CD8 TEM_1,CD8 TEM_1_RNA,CD8,CD8_RNA
6362_RNA,Intermediate B,Intermediate B_RNA,B Cells,B Cells_RNA
6363_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
6364_RNA,Treg,Treg_RNA,CD4,CD4_RNA
6366_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
6368_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
6369_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
6370_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
6373_RNA,Memory B,Memory B_RNA,B Cells,B Cells_RNA
6374_RNA,CD16 Mono,CD16 Mono_RNA,Monocytes,Monocytes_RNA
6379_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
6380_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
6382_RNA,Memory B,Memory B_RNA,B Cells,B Cells_RNA
6384_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
6385_RNA,Memory B,Memory B_RNA,B Cells,B Cells_RNA
6386_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
6389_RNA,CD4 TEM,CD4 TEM_RNA,CD4,CD4_RNA
6390_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
6391_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
6395_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
6396_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
6397_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
6400_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
6403_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
6405_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
6406_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
6408_RNA,MAIT,MAIT_RNA,MAIT,MAIT_RNA
6410_RNA,NK,NK_RNA,NK,NK_RNA
6411_RNA,MAIT,MAIT_RNA,MAIT,MAIT_RNA
6412_RNA,Intermediate B,Intermediate B_RNA,B Cells,B Cells_RNA
6415_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
6417_RNA,Memory B,Memory B_RNA,B Cells,B Cells_RNA
6421_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
6422_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
6423_RNA,NK,NK_RNA,NK,NK_RNA
6426_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
6428_RNA,CD8 TEM_1,CD8 TEM_1_RNA,CD8,CD8_RNA
6429_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
6430_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
6431_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
6432_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
6433_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
6434_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
6435_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
6437_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
6438_RNA,pDC,pDC_RNA,Dendritic Cells,Dendritic Cells_RNA
6439_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
6440_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
6442_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
6443_RNA,MAIT,MAIT_RNA,MAIT,MAIT_RNA
6444_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
6447_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
6448_RNA,CD16 Mono,CD16 Mono_RNA,Monocytes,Monocytes_RNA
6449_RNA,pDC,pDC_RNA,Dendritic Cells,Dendritic Cells_RNA
6450_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
6452_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
6453_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
6455_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
6456_RNA,CD8 Naive,CD8 Naive_RNA,CD8,CD8_RNA
6457_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
6458_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
6459_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
6461_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
6463_RNA,NK,NK_RNA,NK,NK_RNA
6464_RNA,Treg,Treg_RNA,CD4,CD4_RNA
6465_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
6466_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
6467_RNA,CD4 TCM,CD4 TCM_RNA,CD4,CD4_RNA
6468_RNA,CD4 Naive,CD4 Naive_RNA,CD4,CD4_RNA
6469_RNA,CD14 Mono,CD14 Mono_RNA,Monocytes,Monocytes_RNA
